"WB"	"min"	"max"	"value"	"n"	"Indicator"	"Unit"	"type"	"Kysttype"	"Salinitet"	"SalinityClass"	"Match"	"MatchValue"	"Region"	"Kvalitetselement"	"Indikator"	"NotUsed"	"Ref"	"HG"	"GM"	"MP"	"PB"	"Worst"	"ClassID"	"EQR"	"Class"
"0130010201-C"	65.6897101750534	66.1281403879101	65.9130899245373	3	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0130010301-1-C"	74.0958369447944	79.4818468308181	76.7684002354045	19	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0130010301-2-C"	79.9380875276716	97.6372116228168	86.3437966368172	35	"NO3_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0130010302-2-C"	86.8010820592387	87.5611178312409	87.1733456649137	4	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0130010400-1-C"	94.2910493947147	104.745728717761	98.0244785480285	14	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	4	0.792682296085511	"Good"
"0130010400-2-C"	93.7199565694573	93.7199565694573	93.7199565694573	1	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0130010500-C"	98.4244624684366	99.9143406300063	98.9217648327574	3	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	4	0.786273108337447	"Good"
"0130010700-C"	76.0553324088622	83.6506797383341	79.2888299170505	5	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131000030-C"	65.4790132501152	67.3787024744441	66.0366126891987	122	"NO3_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131010100-1-C"	66.0351190834903	66.6700010781878	66.2836298640704	41	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131010100-2-C"	66.0426705981908	66.8277239692345	66.3319612952431	16	"NO3_winter"	"[µg-N/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131010200-C"	66.3863991190878	66.6822479869543	66.5156532887662	4	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131020201-C"	67.216021360976	69.1171880196989	68.0003317862414	4	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131020202-C"	66.2779897732681	67.3009900403826	66.7047193916549	21	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131020300-C"	66.6753984729895	68.5119019679809	67.4156002301848	16	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0131020400-C"	69.0136237465933	70.7182833800155	70.0024165607124	3	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132000030-C"	66.8259992706642	73.757304947028	68.0805601578961	304	"NO3_winter"	"[µg-N/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132010100-C"	71.3568509348323	91.0856370765172	76.7872461122795	26	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132010300-C"	66.982144066457	75.4372587900483	72.2264903540022	10	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132010400-C"	66.8403754716509	66.8403754716509	66.8403754716509	1	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132030300-C"	68.5382360340504	69.2706706657838	68.8686762338274	3	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132030400-C"	66.3959871785025	66.5191411650583	66.4549952446298	3	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132030500-C"	66.7195407353091	67.1780891686343	66.9488149519717	2	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0132030600-C"	67.548736143648	67.9039833947514	67.7263597691997	2	"NO3_winter"	"[µg-N/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201000030-2-C"	70.8125145087081	73.8415575241775	72.0462744450301	8	"NO3_winter"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201000030-3-C"	66.8883808382441	83.5994508989741	69.1895928757914	231	"NO3_winter"	"[µg-N/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201000031-C"	68.4613669534748	80.7809833140855	70.8599701287892	252	"NO3_winter"	"[µg-N/l]"	"N1"	"Åpen eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010200-C"	64.5009654077251	67.4647447446759	65.8831602092204	32	"NO3_winter"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010300-C"	66.6527998474207	67.328589267945	66.8496531216152	13	"NO3_winter"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010400-C"	68.2047671950265	70.5013618147775	69.0429919044211	13	"NO3_winter"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010500-C"	68.2055035869727	68.2055035869727	68.2055035869727	1	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010600-C"	68.3451022351726	68.453749431653	68.3994258334128	2	"NO3_winter"	"[µg-N/l]"	"N4"	"Ferskvannspåvirket beskyttet fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010700-1-C"	82.7890220652805	85.6889160724168	84.529517502374	3	"NO3_winter"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010700-2-C"	88.2533998435803	88.2533998435803	88.2533998435803	1	"NO3_winter"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010800-C"	87.3871482999137	103.247495104758	95.9262432491563	13	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201010900-C"	104.048849684469	118.034201804172	110.191410541534	10	"NO3_winter"	"[µg-N/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	143	226	326	478	NA	5	0.9	"High"
"0201011000-C"	93.8076182268979	98.9939545835002	95.9409388449518	17	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201011100-C"	94.2123805699723	94.2123805699723	94.2123805699723	1	"NO3_winter"	"[µg-N/l]"	""	"Oksygenfattig fjord"	"Polyhalin (18 - 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201011400-C"	87.9964877889397	87.9964877889397	87.9964877889397	1	"NO3_winter"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201020100-1-C"	79.1937895035476	107.708567565747	90.260952928093	21	"NO3_winter"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201020200-C"	83.8952511240927	87.1689108302084	85.672836225131	3	"NO3_winter"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201020302-C"	107.817535346813	123.932794453053	115.422469131681	13	"NO3_winter"	"[µg-N/l]"	"N5"	"Sterkt ferskvannspåvirket fjord"	"Mesohalin (5 - 18)"	"5"	"SalinityClass"	"5"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	143	226	326	478	NA	5	0.9	"High"
"0201020400-C"	83.1841511565648	104.654684270366	94.8237466361598	22	"NO3_winter"	"[µg-N/l]"	"N3"	"Beskyttet kyst/fjord"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0201020800-C"	75.5216754849037	83.4317343422536	79.7578761135594	4	"NO3_winter"	"[µg-N/l]"	"N2"	"Moderat eksponert kyst"	"Euhalin (> 30)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Nitrat-nitrogen (µg N/l), vinter"	NA	NA	97	125	225	350	NA	5	0.9	"High"
"0101000030-1-C"	2.80272162263538	4.8829360839266	3.11139044872351	547	"PO4_summer"	"[µg-P/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101000030-2-C"	2.60709913918278	2.85539467673708	2.7791628975543	401	"PO4_summer"	"[µg-P/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101000031-C"	2.66579731332732	2.82223437022377	2.74587227726703	190	"PO4_summer"	"[µg-P/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101000032-3-C"	2.49855675495097	2.79244666857706	2.65485632701788	185	"PO4_summer"	"[µg-P/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101000032-4-C"	2.65726995705576	3.265042524007	2.82172992136728	190	"PO4_summer"	"[µg-P/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101010301-C"	4.21427335246251	5.16514410954583	4.90886589365297	74	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.719493377505544	"Good"
"0101010305-C"	5.19522607965129	5.36404641472049	5.29610628606854	5	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.697365355081798	"Good"
"0101010306-C"	4.4360357736657	4.94094264089734	4.68832615006122	16	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.732095648567931	"Good"
"0101010401-C"	4.32389032545981	5.05790589119379	4.81034072551602	67	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.72512338711337	"Good"
"0101010405-C"	2.57950262839978	4.43617887737659	3.64087766248335	22	"PO4_summer"	"[µg-P/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	6.5	15	46	NA	4	0.790608155834444	"Good"
"0101010406-C"	3.64769296610093	3.64769296610093	3.64769296610093	1	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.79156040193709	"Good"
"0101010407-C"	3.7741589657553	5.04901056482897	4.6962025250912	4	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.731645569994788	"Good"
"0101010408-C"	4.86688247552285	5.03856491526732	4.95618031827452	11	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.716789696098599	"Good"
"0101010500-C"	2.25690817816572	2.68777841845384	2.53726521359531	31	"PO4_summer"	"[µg-P/l]"	"S1"	"Åpen eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020101-1-C"	2.55316252515211	2.74377989146736	2.62028364317566	123	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020101-2-C"	2.52193004760768	2.74550752701995	2.64357594442507	177	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020102-2-C"	2.62011052340597	2.62011052340597	2.62011052340597	1	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020104-C"	2.50274457913506	2.53140722804672	2.51649348732534	3	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020105-C"	2.55135369038844	2.77352412290626	2.63740640497376	7	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020200-1-C"	2.5499661311016	2.89265069308189	2.6205427862747	74	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020200-2-C"	2.67270648622742	3.31721729384019	2.88489031471428	95	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020300-1-C"	3.03328589796201	3.94945623488217	3.45927996247274	21	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020300-2-C"	2.41822781225482	3.54821357704126	2.72527164678829	137	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020500-C"	2.27361239930922	2.56562400249007	2.4029705160036	55	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020601-C"	1.685186295678	2.27457379979583	1.95226847118839	187	"PO4_summer"	"[µg-P/l]"	"S2"	"Moderat eksponert kyst"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020602-C"	1.86050990023292	2.07446712341446	1.9764896508611	9	"PO4_summer"	"[µg-P/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	6.5	15	46	NA	5	0.9	"High"
"0101020603-C"	1.7982923727851	1.83563356302105	1.81432622853006	7	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020701-5-C"	1.65437405806158	1.80531843325921	1.71249924380738	66	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020702-1-C"	1.66202599358755	1.67466848384548	1.66834723871652	2	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020702-2-C"	1.67018555489543	1.73302919090122	1.69113226748383	14	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	5	0.9	"High"
"0101020801-C"	4.93074049759697	7.28405395182934	6.86070577261949	60	"PO4_summer"	"[µg-P/l]"	"S5"	"Sterkt ferskvannspåvirket fjord"	"Skagerak (5 - 25)"	"18"	"SalinityClass"	"18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	6.5	15	46	NA	3	0.59151280535013	"Mod"
"0101020802-C"	6.81037344022112	7.27632670170003	7.12479824544828	24	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	3	0.597226705656705	"Mod"
"0101020900-C"	3.64030469577391	5.05959028750658	4.44995731582026	31	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.745716724810271	"Good"
"0101021000-1-C"	2.9107778230375	5.51787968053595	3.77750304827823	38	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.78414268295553	"Good"
"0101021000-2-C"	3.93034600106242	7.03083519179087	4.93970982179373	80	"PO4_summer"	"[µg-P/l]"	"S3"	"Beskyttet kyst/fjord"	"Skagerak (> 25)"	">18"	"SalinityClass"	">18"	""	"Fysisk-kjemiske"	"Fosfat-fosfor (µg P/l), sommer"	NA	NA	3.5	7	16	50	NA	4	0.717730867326073	"Good"
