"WB";"Indicator";"Period";"scenario";"Value";"Type";"Salinity";"Kvalitetselement";"Indikator";"IndikatorDesc";"Ref";"HG";"GM";"MP";"PB";"Worst";"EQR";"Status";"QEtype"
"0101000030-1-C";"Chl";"2017-2019";"baseline";1.96379611490538;"S1";27.3021706265848;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000030-2-C";"Chl";"2017-2019";"baseline";1.92772523649315;"S1";27.8780993243688;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000031-C";"Chl";"2017-2019";"baseline";2.06926181047541;"S1";27.3846085716687;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000032-3-C";"Chl";"2017-2019";"baseline";3.35432241249059;"S1";26.6647402966893;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.824279597918235;"High";"Bio"
"0101000032-4-C";"Chl";"2017-2019";"baseline";3.12213347507658;"S1";25.8611903498405;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.862977754153904;"High";"Bio"
"0101010301-C";"Chl";"2017-2019";"baseline";4.37805147933352;"S3";20.9461705550774;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.708129901377765;"Good";"Bio"
"0101010302-C";"Chl";"2017-2019";"baseline";4.64935887035128;"S3";20.4403432362631;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.690042741976581;"Good";"Bio"
"0101010303-C";"Chl";"2017-2019";"baseline";4.21826205408163;"S3";21.4682215348205;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.718782529727891;"Good";"Bio"
"0101010304-C";"Chl";"2017-2019";"baseline";3.83725070953369;"S3";23.3508358001709;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.744183286031087;"Good";"Bio"
"0101010305-C";"Chl";"2017-2019";"baseline";5.19372624292166;"S3";26.4252311258171;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.653751583805223;"Good";"Bio"
"0101010306-C";"Chl";"2017-2019";"baseline";4.35576859769232;"S3";21.4735703129637;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.709615426820512;"Good";"Bio"
"0101010401-C";"Chl";"2017-2019";"baseline";6.67506498521939;"S3";18.2749534179836;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.554995667652041;"Mod";"Bio"
"0101010406-C";"Chl";"2017-2019";"baseline";2.81280827522278;"S3";22.9693145751953;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.837438344955444;"High";"Bio"
"0101010407-C";"Chl";"2017-2019";"baseline";4.90889056155798;"S3";18.898444875574;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.672740629229468;"Good";"Bio"
"0101010408-C";"Chl";"2017-2019";"baseline";6.09639799359539;"S3";22.1862333759923;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.593573467093641;"Mod";"Bio"
"0101010500-C";"Chl";"2017-2019";"baseline";4.24902895368068;"S1";21.48357079558;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.757198345503961;"Good";"Bio"
"0101020101-1-C";"Chl";"2017-2019";"baseline";4.43449126608001;"S2";24.8229731289324;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.704367248927999;"Good";"Bio"
"0101020101-2-C";"Chl";"2017-2019";"baseline";3.95153355933328;"S2";25.1373110057526;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.736564429377782;"Good";"Bio"
"0101020102-1-C";"Chl";"2017-2019";"baseline";3.97557091712952;"S3";24.9399719238281;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.734961938858032;"Good";"Bio"
"0101020102-2-C";"Chl";"2017-2019";"baseline";3.7591983015403;"S3";22.8188827400527;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.749386779897314;"Good";"Bio"
"0101020104-C";"Chl";"2017-2019";"baseline";3.92421279880973;"S3";23.5736142049461;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.738385813412685;"Good";"Bio"
"0101020105-C";"Chl";"2017-2019";"baseline";3.47931727061209;"S3";22.611941096669;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.768045515292527;"Good";"Bio"
"0101020200-1-C";"Chl";"2017-2019";"baseline";4.30793846529625;"S2";24.4477196692604;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.712804102313583;"Good";"Bio"
"0101020200-2-C";"Chl";"2017-2019";"baseline";4.94494041986289;"S2";25.5455240771294;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.670337305342474;"Good";"Bio"
"0101020300-1-C";"Chl";"2017-2019";"baseline";5.31767287669939;"S2";25.6695175633299;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.645488474886707;"Good";"Bio"
"0101020300-2-C";"Chl";"2017-2019";"baseline";4.85900004892914;"S2";25.2265649957625;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.676066663404724;"Good";"Bio"
"0101020400-3-C";"Chl";"2017-2019";"baseline";3.97008323669434;"S3";27.3124961853027;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.735327784220378;"Good";"Bio"
"0101020500-C";"Chl";"2017-2019";"baseline";4.7646546593607;"S3";21.8353550343963;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.68235635604262;"Good";"Bio"
"0101020601-C";"Chl";"2017-2019";"baseline";5.11850575024355;"S2";22.1019943050109;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.658766283317097;"Good";"Bio"
"0101020603-C";"Chl";"2017-2019";"baseline";4.15566953644244;"S3";22.0299934449553;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.72295536423717;"Good";"Bio"
"0101020701-5-C";"Chl";"2017-2019";"baseline";3.52995409764914;"S3";20.5147175240322;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.764669726823391;"Good";"Bio"
"0101020702-1-C";"Chl";"2017-2019";"baseline";3.48289871350412;"S3";21.4350510865957;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.767806752433059;"Good";"Bio"
"0101020702-2-C";"Chl";"2017-2019";"baseline";3.52547707444382;"S3";21.4540496618579;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.764968195037079;"Good";"Bio"
"0101020802-C";"Chl";"2017-2019";"baseline";4.97317426705422;"S3";18.2393831308692;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.668455048863052;"Good";"Bio"
"0101020900-C";"Chl";"2017-2019";"baseline";5.25622896144569;"S3";22.2473131839021;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.649584735903621;"Good";"Bio"
"0101021000-1-C";"Chl";"2017-2019";"baseline";5.14536812276976;"S3";22.4875827266696;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.656975458482016;"Good";"Bio"
"0101021000-2-C";"Chl";"2017-2019";"baseline";5.27691002303413;"S3";23.5041488571413;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.648205998464391;"Good";"Bio"
"0101021100-C";"Chl";"2017-2019";"baseline";4.63242991533212;"S3";26.7548588679802;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.691171338977858;"Good";"Bio"
"0101030101-6-C";"Chl";"2017-2019";"baseline";9.48684545380014;"S3";24.8676431368583;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.389181212137775;"Poor";"Bio"
"0101030102-1-C";"Chl";"2017-2019";"baseline";7.5238622067275;"S3";26.745846294119;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.498409186218166;"Mod";"Bio"
"0101030102-2-C";"Chl";"2017-2019";"baseline";3.78321739317351;"S2";25.9386468945151;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.747785507121766;"Good";"Bio"
"0101030200-C";"Chl";"2017-2019";"baseline";4.671502613571;"S3";25.3583972000483;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.6885664924286;"Good";"Bio"
"0101030300-C";"Chl";"2017-2019";"baseline";4.34219074240478;"S2";24.6775522064064;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.710520617173015;"Good";"Bio"
"0101030400-C";"Chl";"2017-2019";"baseline";4.06633130742013;"S2";25.5181784250118;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.728911246171991;"Good";"Bio"
"0101030500-C";"Chl";"2017-2019";"baseline";3.15087080001831;"S3";28.1141300201416;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.789941946665446;"Good";"Bio"
"0101030600-C";"Chl";"2017-2019";"baseline";3.73284493849855;"S3";25.1641864407368;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.751143670766763;"Good";"Bio"
"0101030700-C";"Chl";"2017-2019";"baseline";4.51801796977214;"S3";25.9742928159346;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.69879880201519;"Good";"Bio"
"0101030800-C";"Chl";"2017-2019";"baseline";3.53059840202331;"S3";25.1539134979248;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.764626773198446;"Good";"Bio"
"0101040100-C";"Chl";"2017-2019";"baseline";3.01567884632261;"S3";25.5097700082262;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.798954743578493;"Good";"Bio"
"0101040200-2-C";"Chl";"2017-2019";"baseline";2.35122491990443;"S3";25.7838371192619;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.929755016019113;"High";"Bio"
"0101040300-3-C";"Chl";"2017-2019";"baseline";2.67435804948875;"S2";25.3623374904137;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.86512839010225;"High";"Bio"
"0101040300-4-C";"Chl";"2017-2019";"baseline";2.83624485761898;"S3";21.256422647519;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.832751028476203;"High";"Bio"
"0101040400-4-C";"Chl";"2017-2019";"baseline";3.02385058797036;"S3";25.372552870983;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.798409960801976;"Good";"Bio"
"0101000030-1-C";"Chl";"2017-2019";"DIN100pc";1.80944369234631;"S1";27.3021706265848;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000030-2-C";"Chl";"2017-2019";"DIN100pc";1.81775592498204;"S1";27.8780993243688;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000031-C";"Chl";"2017-2019";"DIN100pc";1.9463700617079;"S1";27.3846085716687;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000032-3-C";"Chl";"2017-2019";"DIN100pc";3.32528482273681;"S1";26.6647402966893;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.829119196210532;"High";"Bio"
"0101000032-4-C";"Chl";"2017-2019";"DIN100pc";2.98661625133819;"S1";25.8611903498405;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.885563958110302;"High";"Bio"
"0101010301-C";"Chl";"2017-2019";"DIN100pc";4.00733605016085;"S3";20.9461705550774;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.73284426332261;"Good";"Bio"
"0101010302-C";"Chl";"2017-2019";"DIN100pc";3.98299859736915;"S3";20.4403432362631;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.73446676017539;"Good";"Bio"
"0101010303-C";"Chl";"2017-2019";"DIN100pc";3.90926533574944;"S3";21.4682215348205;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.739382310950037;"Good";"Bio"
"0101010304-C";"Chl";"2017-2019";"DIN100pc";3.52408671379089;"S3";23.3508358001709;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.765060885747274;"Good";"Bio"
"0101010305-C";"Chl";"2017-2019";"DIN100pc";4.89461742050919;"S3";26.4252311258171;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.673692171966054;"Good";"Bio"
"0101010306-C";"Chl";"2017-2019";"DIN100pc";3.93231124196261;"S3";21.4735703129637;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.737845917202493;"Good";"Bio"
"0101010401-C";"Chl";"2017-2019";"DIN100pc";5.97643174996929;"S3";18.2749534179836;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.601571216668714;"Good";"Bio"
"0101010406-C";"Chl";"2017-2019";"DIN100pc";2.63938808441162;"S3";22.9693145751953;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.872122383117676;"High";"Bio"
"0101010407-C";"Chl";"2017-2019";"DIN100pc";4.12644897983732;"S3";18.898444875574;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.724903401344179;"Good";"Bio"
"0101010408-C";"Chl";"2017-2019";"DIN100pc";5.28051210355376;"S3";22.1862333759923;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.647965859763083;"Good";"Bio"
"0101010500-C";"Chl";"2017-2019";"DIN100pc";3.90784486079189;"S1";21.48357079558;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.776694579383321;"Good";"Bio"
"0101020101-1-C";"Chl";"2017-2019";"DIN100pc";4.39169584294077;"S2";24.8229731289324;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.707220277137282;"Good";"Bio"
"0101020101-2-C";"Chl";"2017-2019";"DIN100pc";3.8443144323493;"S2";25.1373110057526;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.743712371176713;"Good";"Bio"
"0101020102-1-C";"Chl";"2017-2019";"DIN100pc";3.6152036190033;"S3";24.9399719238281;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.75898642539978;"Good";"Bio"
"0101020102-2-C";"Chl";"2017-2019";"DIN100pc";3.44325159588265;"S3";22.8188827400527;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.770449893607823;"Good";"Bio"
"0101020104-C";"Chl";"2017-2019";"DIN100pc";3.9301925821267;"S3";23.5736142049461;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.737987161191553;"Good";"Bio"
"0101020105-C";"Chl";"2017-2019";"DIN100pc";3.5040920870366;"S3";22.611941096669;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.766393860864227;"Good";"Bio"
"0101020200-1-C";"Chl";"2017-2019";"DIN100pc";4.26432619008872;"S2";24.4477196692604;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.715711587327419;"Good";"Bio"
"0101020200-2-C";"Chl";"2017-2019";"DIN100pc";4.89893520430709;"S2";25.5455240771294;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.67340431971286;"Good";"Bio"
"0101020300-1-C";"Chl";"2017-2019";"DIN100pc";5.23340376617779;"S2";25.6695175633299;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.651106415588147;"Good";"Bio"
"0101020300-2-C";"Chl";"2017-2019";"DIN100pc";4.80849955662343;"S2";25.2265649957625;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.679433362891771;"Good";"Bio"
"0101020400-3-C";"Chl";"2017-2019";"DIN100pc";3.95278739929199;"S3";27.3124961853027;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.7364808400472;"Good";"Bio"
"0101020500-C";"Chl";"2017-2019";"DIN100pc";4.75333553504189;"S3";21.8353550343963;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.683110964330541;"Good";"Bio"
"0101020601-C";"Chl";"2017-2019";"DIN100pc";5.16498051598476;"S2";22.1019943050109;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.655667965601016;"Good";"Bio"
"0101020603-C";"Chl";"2017-2019";"DIN100pc";4.1809928869767;"S3";22.0299934449553;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.72126714086822;"Good";"Bio"
"0101020701-5-C";"Chl";"2017-2019";"DIN100pc";3.55039042563701;"S3";20.5147175240322;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.763307304957533;"Good";"Bio"
"0101020702-1-C";"Chl";"2017-2019";"DIN100pc";3.48420819188408;"S3";21.4350510865957;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.767719453874395;"Good";"Bio"
"0101020702-2-C";"Chl";"2017-2019";"DIN100pc";3.47713113988254;"S3";21.4540496618579;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.768191257341164;"Good";"Bio"
"0101020802-C";"Chl";"2017-2019";"DIN100pc";4.90841528774594;"S3";18.2393831308692;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.672772314150271;"Good";"Bio"
"0101020900-C";"Chl";"2017-2019";"DIN100pc";5.19521238625957;"S3";22.2473131839021;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.653652507582696;"Good";"Bio"
"0101021000-1-C";"Chl";"2017-2019";"DIN100pc";5.20264676454581;"S3";22.4875827266696;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.653156882363613;"Good";"Bio"
"0101021000-2-C";"Chl";"2017-2019";"DIN100pc";5.27386505280822;"S3";23.5041488571413;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.648408996479452;"Good";"Bio"
"0101021100-C";"Chl";"2017-2019";"DIN100pc";4.70311156371819;"S3";26.7548588679802;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.686459229085454;"Good";"Bio"
"0101030101-6-C";"Chl";"2017-2019";"DIN100pc";8.43363784082942;"S3";24.8676431368583;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.437757477278039;"Mod";"Bio"
"0101030102-1-C";"Chl";"2017-2019";"DIN100pc";5.99756824490496;"S3";26.745846294119;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.600162117006336;"Good";"Bio"
"0101030102-2-C";"Chl";"2017-2019";"DIN100pc";3.56508286400716;"S2";25.9386468945151;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.762327809066189;"Good";"Bio"
"0101030200-C";"Chl";"2017-2019";"DIN100pc";4.60833925420092;"S3";25.3583972000483;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.692777383053272;"Good";"Bio"
"0101030300-C";"Chl";"2017-2019";"DIN100pc";4.28100786294535;"S2";24.6775522064064;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.714599475803644;"Good";"Bio"
"0101030400-C";"Chl";"2017-2019";"DIN100pc";4.01730100849453;"S2";25.5181784250118;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.732179932767031;"Good";"Bio"
"0101030500-C";"Chl";"2017-2019";"DIN100pc";3.09961533546448;"S3";28.1141300201416;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.793358977635702;"Good";"Bio"
"0101030600-C";"Chl";"2017-2019";"DIN100pc";3.67759320413657;"S3";25.1641864407368;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.754827119724229;"Good";"Bio"
"0101030700-C";"Chl";"2017-2019";"DIN100pc";4.16763815392761;"S3";25.9742928159346;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.722157456404826;"Good";"Bio"
"0101030800-C";"Chl";"2017-2019";"DIN100pc";3.50742888450623;"S3";25.1539134979248;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.766171407699585;"Good";"Bio"
"0101040100-C";"Chl";"2017-2019";"DIN100pc";2.91930526100107;"S3";25.5097700082262;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.816138947799786;"High";"Bio"
"0101040200-2-C";"Chl";"2017-2019";"DIN100pc";2.34656000542463;"S3";25.7838371192619;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.930687998915074;"High";"Bio"
"0101040300-3-C";"Chl";"2017-2019";"DIN100pc";2.537882865883;"S2";25.3623374904137;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.892423426823401;"High";"Bio"
"0101040300-4-C";"Chl";"2017-2019";"DIN100pc";2.69719198746895;"S3";21.256422647519;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.86056160250621;"High";"Bio"
"0101040400-4-C";"Chl";"2017-2019";"DIN100pc";2.58772740507678;"S3";25.372552870983;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.882454518984644;"High";"Bio"
"0101000030-1-C";"Chl";"2017-2019";"DIP100pc";1.92260579065573;"S1";27.3021706265848;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000030-2-C";"Chl";"2017-2019";"DIP100pc";1.91769567334942;"S1";27.8780993243688;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000031-C";"Chl";"2017-2019";"DIP100pc";2.06438352648555;"S1";27.3846085716687;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;1;"High";"Bio"
"0101000032-3-C";"Chl";"2017-2019";"DIP100pc";3.34423844347096;"S1";26.6647402966893;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.825960259421506;"High";"Bio"
"0101000032-4-C";"Chl";"2017-2019";"DIP100pc";3.09161065448932;"S1";25.8611903498405;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2.3;3.5;7;11;20;40;0.868064890918447;"High";"Bio"
"0101010301-C";"Chl";"2017-2019";"DIP100pc";3.97381735781409;"S3";20.9461705550774;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.735078842812394;"Good";"Bio"
"0101010302-C";"Chl";"2017-2019";"DIP100pc";4.19846983931459;"S3";20.4403432362631;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.720102010712361;"Good";"Bio"
"0101010303-C";"Chl";"2017-2019";"DIP100pc";3.99592947197158;"S3";21.4682215348205;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.733604701868561;"Good";"Bio"
"0101010304-C";"Chl";"2017-2019";"DIP100pc";3.61189556121826;"S3";23.3508358001709;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.759206962585449;"Good";"Bio"
"0101010305-C";"Chl";"2017-2019";"DIP100pc";4.87884393243472;"S3";26.4252311258171;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.674743737837685;"Good";"Bio"
"0101010306-C";"Chl";"2017-2019";"DIP100pc";3.90609940151282;"S3";21.4735703129637;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.739593373232479;"Good";"Bio"
"0101010401-C";"Chl";"2017-2019";"DIP100pc";6.0101737101629;"S3";18.2749534179836;"Planteplankton";"Klfa 90pct";"Klorofyll a, 90. percentil (µg/l)";2;3;6;9;18;36;0.599321752655806;"Mod";"Bio"
