"version";"WB";"Period";"scenario";"Biological";"Supporting";"EQR";"Status";"Worst_Biological";"Worst_Supporting";"sup_sommer";"sup_vinter";"sup_org"
"2023";"0101010401-C";"2017-2019";"Scenario B";0.559971435482662;0.617230001087245;0.559971435482662;"Mod";"Makroalger";"Organisk";0.801821877025801;0.789272564028924;0.617230001087245
"2023";"0101010405-C";"2017-2019";"baseline";0.533286020987602;0.610447844109305;0.533286020987602;"Mod";"Makroalger";"Organisk";0.803819676113624;0.733942100882276;0.610447844109305
"2023";"0101010405-C";"2017-2019";"Pristine";0.595456881603653;0.615124063146969;0.595456881603653;"Mod";"Makroalger";"Organisk";0.865693639598356;0.840455011044986;0.615124063146969
"2023";"0101010405-C";"2017-2019";"Scenario A";0.555559903780301;0.611346976809413;0.555559903780301;"Mod";"Makroalger";"Organisk";0.819225796117929;0.755259392994314;0.611346976809413
"2023";"0101010405-C";"2017-2019";"Scenario B";0.570266754986432;0.61230765817803;0.570266754986432;"Mod";"Makroalger";"Organisk";0.838362752405112;0.777589456426522;0.61230765817803
"2023";"0101010406-C";"2017-2019";"baseline";0.532752533753713;0.615882788134415;0.532752533753713;"Mod";"Makroalger";"Organisk";0.745198204178093;0.743356076336565;0.615882788134415
"2023";"0101010406-C";"2017-2019";"Pristine";0.521638621886571;0.626974108662981;0.521638621886571;"Mod";"Makroalger";"Organisk";0.896312349169843;0.880695156216861;0.626974108662981
"2023";"0101010406-C";"2017-2019";"Scenario A";0.545571168263753;0.619181761623973;0.545571168263753;"Mod";"Makroalger";"Organisk";0.774054283013287;0.767306354709312;0.619181761623973
"2023";"0101010406-C";"2017-2019";"Scenario B";0.531775961319605;0.620375367336535;0.531775961319605;"Mod";"Makroalger";"Organisk";0.798760542092213;0.787940646914113;0.620375367336535
"2023";"0101010407-C";"2017-2019";"baseline";0.532341027342101;NA;0.532341027342101;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101010407-C";"2017-2019";"Pristine";0.569989890607675;NA;0.569989890607675;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101010407-C";"2017-2019";"Scenario A";0.557373321875443;NA;0.557373321875443;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101010407-C";"2017-2019";"Scenario B";0.566047649464081;NA;0.566047649464081;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101010408-C";"2017-2019";"baseline";0.544828886923588;0.64340088703238;0.544828886923588;"Mod";"Makroalger";"Organisk";0.775244479894426;0.762932331229132;0.64340088703238
"2023";"0101010408-C";"2017-2019";"Pristine";0.615348603333889;0.651386553797078;0.615348603333889;"Good";"Makroalger";"Organisk";0.910029466476121;0.895465222752257;0.651386553797078
"2023";"0101010408-C";"2017-2019";"Scenario A";0.564142375763815;0.645310341158355;0.564142375763815;"Mod";"Makroalger";"Organisk";0.796871975778537;0.788996070116039;0.645310341158355
"2023";"0101010408-C";"2017-2019";"Scenario B";0.578712458417231;0.647007244295079;0.578712458417231;"Mod";"Makroalger";"Organisk";0.821891707462158;0.817200183143375;0.647007244295079
"2023";"0101010500-C";"2017-2019";"baseline";0.573437458742729;0.603707808761341;0.573437458742729;"Mod";"Makroalger";"Organisk";0.731956175794498;0.711160898532651;0.603707808761341
"2023";"0101010500-C";"2017-2019";"Pristine";0.630930972131231;0.61567433743685;0.630930972131231;"Good";"Makroalger";"Organisk";0.892424600661367;0.851388768251868;0.61567433743685
"2023";"0101010500-C";"2017-2019";"Scenario A";0.591088744633047;0.606097238609408;0.591088744633047;"Mod";"Makroalger";"Organisk";0.76143897688343;0.737899603973836;0.606097238609408
"2023";"0101010500-C";"2017-2019";"Scenario B";0.59866995421173;0.607586320216162;0.59866995421173;"Mod";"Makroalger";"Organisk";0.790738902559259;0.763601101551717;0.607586320216162
"2023";"0101020101-1-C";"2017-2019";"baseline";0.691581167286351;0.531717348670043;0.531717348670043;"Mod";"Makroalger";"Organisk";0.699231958385261;0.630708211737381;0.531717348670043
"2023";"0101020101-1-C";"2017-2019";"Pristine";0.706617992472621;0.586809766668027;0.586809766668027;"Mod";"Makroalger";"Organisk";0.847548488082861;0.792963679025154;0.586809766668027
"2023";"0101020101-1-C";"2017-2019";"Scenario A";0.719317626832194;0.554848240537535;0.554848240537535;"Mod";"Makroalger";"Organisk";0.726840223484111;0.651823729731707;0.554848240537535
"2023";"0101020101-1-C";"2017-2019";"Scenario B";0.718228306889427;0.559281480564997;0.559281480564997;"Mod";"Makroalger";"Organisk";0.752034553121127;0.675429615529257;0.559281480564997
"2023";"0101020101-2-C";"2017-2019";"baseline";0.685751443766832;0.626521567158306;0.685751443766832;"Good";"Makroalger";"Organisk";0.641582073389136;0.674304094962551;0.626521567158306
"2023";"0101020101-2-C";"2017-2019";"Pristine";0.707262929716486;0.656946022021789;0.707262929716486;"Good";"Makroalger";"Organisk";0.841608896499025;0.866587775475937;0.656946022021789
"2023";"0101020101-2-C";"2017-2019";"Scenario A";0.727821744464684;0.633987887863562;0.727821744464684;"Good";"Makroalger";"Organisk";0.679873968171269;0.702180691426117;0.633987887863562
"2023";"0101020101-2-C";"2017-2019";"Scenario B";0.726347531740754;0.637861239375504;0.726347531740754;"Good";"Makroalger";"Organisk";0.716828013035343;0.730858655763584;0.637861239375504
"2023";"0101020102-1-C";"2017-2019";"baseline";0.644472579161326;NA;0.644472579161326;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-1-C";"2017-2019";"Pristine";0.719949762026469;NA;0.719949762026469;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-1-C";"2017-2019";"Scenario A";0.688470264275869;NA;0.688470264275869;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-1-C";"2017-2019";"Scenario B";0.70648850997289;NA;0.70648850997289;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-2-C";"2017-2019";"baseline";0.652367204561771;NA;0.652367204561771;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-2-C";"2017-2019";"Pristine";0.706166199691613;NA;0.706166199691613;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-2-C";"2017-2019";"Scenario A";0.671567100699989;NA;0.671567100699989;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020102-2-C";"2017-2019";"Scenario B";0.697754229367327;NA;0.697754229367327;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020104-C";"2017-2019";"baseline";0.701066721404604;NA;0.701066721404604;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020104-C";"2017-2019";"Pristine";0.7214428981376;NA;0.7214428981376;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020104-C";"2017-2019";"Scenario A";0.719176177050386;NA;0.719176177050386;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020104-C";"2017-2019";"Scenario B";0.720312555362885;NA;0.720312555362885;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020105-C";"2017-2019";"baseline";0.690630811438612;NA;0.690630811438612;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020105-C";"2017-2019";"Pristine";0.708074661294728;NA;0.708074661294728;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020105-C";"2017-2019";"Scenario A";0.706769360235388;NA;0.706769360235388;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020105-C";"2017-2019";"Scenario B";0.705406188259948;NA;0.705406188259948;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020200-1-C";"2017-2019";"baseline";0.669213744994714;0.477267517915609;0.477267517915609;"Mod";"Makroalger";"Organisk";0.705690771450496;0.623994644003091;0.477267517915609
"2023";"0101020200-1-C";"2017-2019";"Pristine";0.688843855914044;0.580218533786283;0.580218533786283;"Mod";"Makroalger";"Organisk";0.839424555261071;0.788208888512205;0.580218533786283
"2023";"0101020200-1-C";"2017-2019";"Scenario A";0.692603836361049;0.528581292722023;0.528581292722023;"Mod";"Makroalger";"Organisk";0.732867300994089;0.646712709218465;0.528581292722023
"2023";"0101020200-1-C";"2017-2019";"Scenario B";0.701978899816048;0.536989056131791;0.536989056131791;"Mod";"Makroalger";"Organisk";0.755632812031172;0.669996217012132;0.536989056131791
"2023";"0101020200-2-C";"2017-2019";"baseline";0.66275465950998;0.510675439982688;0.510675439982688;"Mod";"Makroalger";"Organisk";0.707575028696753;0.626930958600553;0.510675439982688
"2023";"0101020200-2-C";"2017-2019";"Pristine";0.668127157446798;0.585300878537134;0.585300878537134;"Mod";"Makroalger";"Organisk";0.839042600219484;0.785779989185874;0.585300878537134
"2023";"0101020200-2-C";"2017-2019";"Scenario A";0.689114332438897;0.545372318026451;0.545372318026451;"Mod";"Makroalger";"Organisk";0.73335611711341;0.649562703095765;0.545372318026451
"2023";"0101020200-2-C";"2017-2019";"Scenario B";0.697621772929023;0.554365882998091;0.554365882998091;"Mod";"Makroalger";"Organisk";0.759462225435949;0.672541221674057;0.554365882998091
"2023";"0101020300-1-C";"2017-2019";"baseline";0.660570429110187;NA;0.660570429110187;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020300-1-C";"2017-2019";"Pristine";0.674202464749205;NA;0.674202464749205;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020300-1-C";"2017-2019";"Scenario A";0.674909568706515;NA;0.674909568706515;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020300-1-C";"2017-2019";"Scenario B";0.691650900166846;NA;0.691650900166846;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020300-2-C";"2017-2019";"baseline";0.634516227452785;0.295819319819998;0.434516227452785;"Mod";"Makroalger";"Organisk";0.680462374049648;0.619942282493399;0.295819319819998
"2023";"0101020300-2-C";"2017-2019";"Pristine";0.67208607171869;0.508085154564374;0.508085154564374;"Mod";"Makroalger";"Organisk";0.835893197599841;0.784863388071857;0.508085154564374
"2023";"0101020300-2-C";"2017-2019";"Scenario A";0.669201857715036;0.416398489702285;0.469201857715036;"Mod";"Makroalger";"Organisk";0.710279551039574;0.642151344950703;0.416398489702285
"2023";"0101020300-2-C";"2017-2019";"Scenario B";0.682154684525155;0.431325970504505;0.482154684525155;"Mod";"Makroalger";"Organisk";0.742938778767108;0.664013165113202;0.431325970504505
"2023";"0101020400-3-C";"2017-2019";"baseline";0.589684466520945;NA;0.589684466520945;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020400-3-C";"2017-2019";"Pristine";0.693225562572479;NA;0.693225562572479;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020400-3-C";"2017-2019";"Scenario A";0.626717070738474;NA;0.626717070738474;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020400-3-C";"2017-2019";"Scenario B";0.630892872810364;NA;0.630892872810364;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101020500-C";"2017-2019";"baseline";0.622058866612705;0.249087067640112;0.422058866612705;"Mod";"Makroalger";"Organisk";0.663971979883467;0.613791343247569;0.249087067640112
"2023";"0101020500-C";"2017-2019";"Pristine";0.637831789891127;0.486572662185316;0.486572662185316;"Mod";"Makroalger";"Organisk";0.830746089334295;0.774201247601664;0.486572662185316
"2023";"0101020500-C";"2017-2019";"Scenario A";0.632028818520084;0.383588180225185;0.432028818520084;"Mod";"Makroalger";"Organisk";0.696468334107221;0.635263268880795;0.383588180225185
"2023";"0101020500-C";"2017-2019";"Scenario B";0.632826157140406;0.396338872116687;0.432826157140406;"Mod";"Makroalger";"Organisk";0.737583962512498;0.65649979548908;0.396338872116687
"2023";"0101020601-C";"2017-2019";"baseline";0.568098311819786;0.360808950610794;0.568098311819786;"Mod";"Makroalger";"Organisk";0.702173508461671;0.601420010992829;0.360808950610794
"2023";"0101020601-C";"2017-2019";"Pristine";0.609605837790708;0.555151739695888;0.555151739695888;"Mod";"Makroalger";"Organisk";0.837643983589029;0.773801176514338;0.555151739695888
"2023";"0101020601-C";"2017-2019";"Scenario A";0.573943689018366;0.456702702720285;0.573943689018366;"Mod";"Makroalger";"Organisk";0.730160911357641;0.626332350518289;0.456702702720285
"2023";"0101020601-C";"2017-2019";"Scenario B";0.578801161517342;0.472420008388444;0.578801161517342;"Mod";"Makroalger";"Organisk";0.767728306802996;0.651180970693366;0.472420008388444
"2023";"0101020602-C";"2017-2019";"baseline";0.565569500166525;NA;0.565569500166525;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020602-C";"2017-2019";"Pristine";0.567344457615292;NA;0.567344457615292;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020602-C";"2017-2019";"Scenario A";0.554705930436316;NA;0.554705930436316;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020602-C";"2017-2019";"Scenario B";0.551505468865709;NA;0.551505468865709;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020603-C";"2017-2019";"baseline";0.571891116429175;NA;0.571891116429175;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020603-C";"2017-2019";"Pristine";0.599985618979653;NA;0.599985618979653;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020603-C";"2017-2019";"Scenario A";0.58288613717593;NA;0.58288613717593;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020603-C";"2017-2019";"Scenario B";0.586528618276388;NA;0.586528618276388;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020701-5-C";"2017-2019";"baseline";0.562516237697239;0.297121766770072;0.562516237697239;"Mod";"Makroalger";"Organisk";0.656595330093823;0.588782517017581;0.297121766770072
"2023";"0101020701-5-C";"2017-2019";"Pristine";0.610993246982715;0.462831269573904;0.462831269573904;"Mod";"Makroalger";"Organisk";0.829091262013308;0.754140221636803;0.462831269573904
"2023";"0101020701-5-C";"2017-2019";"Scenario A";0.570884974202409;0.374389782001161;0.570884974202409;"Mod";"Makroalger";"Organisk";0.686196725490809;0.609369793523486;0.374389782001161
"2023";"0101020701-5-C";"2017-2019";"Scenario B";0.576111523270333;0.395494780394616;0.576111523270333;"Mod";"Makroalger";"Organisk";0.728111299160955;0.635175598833093;0.395494780394616
"2023";"0101020702-1-C";"2017-2019";"baseline";0.552877337303223;NA;0.552877337303223;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020702-1-C";"2017-2019";"Pristine";0.590322215215667;NA;0.590322215215667;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020702-1-C";"2017-2019";"Scenario A";0.556468105862184;NA;0.556468105862184;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020702-1-C";"2017-2019";"Scenario B";0.571573004836894;NA;0.571573004836894;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101020702-2-C";"2017-2019";"baseline";0.568891529676784;0.30699898904639;0.568891529676784;"Mod";"Makroalger";"Organisk";0.655551628820577;0.585320029803316;0.30699898904639
"2023";"0101020702-2-C";"2017-2019";"Pristine";0.597323949114732;0.476678920804287;0.597323949114732;"Mod";"Makroalger";"Organisk";0.827144199759136;0.747473079543159;0.476678920804287
"2023";"0101020702-2-C";"2017-2019";"Scenario A";0.570497100401248;0.380511072748277;0.570497100401248;"Mod";"Makroalger";"Organisk";0.683752243828044;0.605540010116627;0.380511072748277
"2023";"0101020702-2-C";"2017-2019";"Scenario B";0.579512831411828;0.402364414495096;0.579512831411828;"Mod";"Makroalger";"Organisk";0.72447429224649;0.630837362524215;0.402364414495096
"2023";"0101020801-C";"2017-2019";"baseline";0.53374124348438;0.343010924980328;0.53374124348438;"Mod";"Makroalger";"Organisk";0.717372793874458;0.577417498686114;0.343010924980328
"2023";"0101020801-C";"2017-2019";"Pristine";0.640656027682519;0.506961782628465;0.506961782628465;"Mod";"Makroalger";"Organisk";0.826823289671642;0.744140154301943;0.506961782628465
"2023";"0101020801-C";"2017-2019";"Scenario A";0.582928620024523;0.428270327727819;0.582928620024523;"Mod";"Makroalger";"Organisk";0.7537442365252;0.599246923670272;0.428270327727819
"2023";"0101020801-C";"2017-2019";"Scenario B";0.601791231171549;0.450260277900975;0.450260277900975;"Mod";"Makroalger";"Organisk";0.793832059094312;0.624679451936946;0.450260277900975
"2023";"0101020802-C";"2017-2019";"baseline";0.586092168106587;0.235553017282871;0.586092168106587;"Mod";"Makroalger";"Organisk";0.638091128596822;0.584667441651926;0.235553017282871
"2023";"0101020802-C";"2017-2019";"Pristine";0.658448271717607;0.404659280779107;0.458448271717607;"Mod";"Makroalger";"Organisk";0.828481460760675;0.748383326218227;0.404659280779107
"2023";"0101020802-C";"2017-2019";"Scenario A";0.66602228931856;0.32143092260038;0.46602228931856;"Mod";"Makroalger";"Organisk";0.667849207371183;0.605341410050244;0.32143092260038
"2023";"0101020802-C";"2017-2019";"Scenario B";0.67159916867043;0.342917786942821;0.47159916867043;"Mod";"Makroalger";"Organisk";0.715053933982444;0.631678518392089;0.342917786942821
"2023";"0101020900-C";"2017-2019";"baseline";0.621432180853805;0.353005320304953;0.421432180853805;"Mod";"Makroalger";"Organisk";0.683211269527976;0.596233381077567;0.353005320304953
"2023";"0101020900-C";"2017-2019";"Pristine";0.633664327458123;0.543952392048507;0.543952392048507;"Mod";"Makroalger";"Organisk";0.833043111146998;0.755210264840233;0.543952392048507
"2023";"0101020900-C";"2017-2019";"Scenario A";0.633307763498758;0.448154599097839;0.448154599097839;"Mod";"Makroalger";"Organisk";0.712931505732765;0.619496627346942;0.448154599097839
"2023";"0101020900-C";"2017-2019";"Scenario B";0.637391590125437;0.46311442666773;0.46311442666773;"Mod";"Makroalger";"Organisk";0.760368001674757;0.643374846241212;0.46311442666773
"2023";"0101021000-1-C";"2017-2019";"baseline";0.650829895663677;NA;0.650829895663677;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021000-1-C";"2017-2019";"Pristine";0.676705597097563;NA;0.676705597097563;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021000-1-C";"2017-2019";"Scenario A";0.690134304767395;NA;0.690134304767395;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021000-1-C";"2017-2019";"Scenario B";0.71486297048808;NA;0.71486297048808;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021000-2-C";"2017-2019";"baseline";0.628012855891471;0.279507181980532;0.428012855891471;"Mod";"Makroalger";"Organisk";0.652156168786287;0.591666605506737;0.279507181980532
"2023";"0101021000-2-C";"2017-2019";"Pristine";0.651996247317867;0.462960284525081;0.462960284525081;"Mod";"Makroalger";"Organisk";0.829656386654402;0.757263050017272;0.462960284525081
"2023";"0101021000-2-C";"2017-2019";"Scenario A";0.658284790940358;0.363543299255213;0.458284790940358;"Mod";"Makroalger";"Organisk";0.682705694426893;0.61284410497762;0.363543299255213
"2023";"0101021000-2-C";"2017-2019";"Scenario B";0.655124181628073;0.383613163775469;0.455124181628073;"Mod";"Makroalger";"Organisk";0.726409742755015;0.638146633413841;0.383613163775469
"2023";"0101021100-C";"2017-2019";"baseline";0.672042740750064;NA;0.672042740750064;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021100-C";"2017-2019";"Pristine";0.688664642390381;NA;0.688664642390381;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021100-C";"2017-2019";"Scenario A";0.661481581085999;NA;0.661481581085999;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101021100-C";"2017-2019";"Scenario B";0.671431959197455;NA;0.671431959197455;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101030101-1-C";"2017-2019";"baseline";0.770180735174853;0.0194356359876735;0.570180735174853;"Mod";"Planteplankton";"Organisk";0.521830666215584;0.608334646649217;0.0194356359876735
"2023";"0101030101-1-C";"2017-2019";"Pristine";0.739225240381399;0.0233464694502507;0.539225240381399;"Mod";"Planteplankton";"Organisk";0.752851778795546;0.818532994966191;0.0233464694502507
"2023";"0101030101-1-C";"2017-2019";"Scenario A";0.724579271746168;0.0183737939474978;0.524579271746168;"Mod";"Planteplankton";"Organisk";0.572011027883917;0.63773062942702;0.0183737939474978
"2023";"0101030101-1-C";"2017-2019";"Scenario B";0.726100758355703;0.0190822186929776;0.526100758355703;"Mod";"Planteplankton";"Organisk";0.605594513162248;0.669524650627299;0.0190822186929776
"2023";"0101030101-6-C";"2017-2019";"baseline";0.552789834067773;NA;0.552789834067773;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030101-6-C";"2017-2019";"Pristine";0.665408624827126;NA;0.665408624827126;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101030101-6-C";"2017-2019";"Scenario A";0.575872505453842;NA;0.575872505453842;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030101-6-C";"2017-2019";"Scenario B";0.589272356087608;NA;0.589272356087608;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030102-1-C";"2017-2019";"baseline";0.540855322592027;NA;0.540855322592027;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030102-1-C";"2017-2019";"Pristine";0.586045909001475;NA;0.586045909001475;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030102-1-C";"2017-2019";"Scenario A";0.55057600148145;NA;0.55057600148145;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030102-1-C";"2017-2019";"Scenario B";0.557667006652012;NA;0.557667006652012;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030102-2-C";"2017-2019";"baseline";0.576883178806948;0.543288913207289;0.576883178806948;"Mod";"Makroalger";"Organisk";0.728785896619108;0.619298368728716;0.543288913207289
"2023";"0101030102-2-C";"2017-2019";"Pristine";0.58504098311518;0.590816918751084;0.58504098311518;"Mod";"Makroalger";"Organisk";0.847649794984133;0.780551921441943;0.590816918751084
"2023";"0101030102-2-C";"2017-2019";"Scenario A";0.585459456239316;0.564278248649716;0.585459456239316;"Mod";"Makroalger";"Organisk";0.746014685004284;0.642531731590844;0.564278248649716
"2023";"0101030102-2-C";"2017-2019";"Scenario B";0.590738405086733;0.571135089426553;0.590738405086733;"Mod";"Makroalger";"Organisk";0.766034427003135;0.668809295921739;0.571135089426553
"2023";"0101030200-C";"2017-2019";"baseline";0.622858041997809;0.0362696553216381;0.422858041997809;"Mod";"Makroalger";"Organisk";0.530319489555939;0.612715595587813;0.0362696553216381
"2023";"0101030200-C";"2017-2019";"Pristine";0.622278888028757;0.0496777348626798;0.422278888028757;"Mod";"Makroalger";"Organisk";0.755820029370483;0.825414460405381;0.0496777348626798
"2023";"0101030200-C";"2017-2019";"Scenario A";0.648166900413039;0.0368975919511666;0.448166900413039;"Mod";"Makroalger";"Organisk";0.578923967762528;0.643167029120068;0.0368975919511666
"2023";"0101030200-C";"2017-2019";"Scenario B";0.651536444893775;0.0383169948636541;0.451536444893775;"Mod";"Makroalger";"Organisk";0.612890428731193;0.675733586925402;0.0383169948636541
"2023";"0101030300-C";"2017-2019";"baseline";0.628931592055834;NA;0.628931592055834;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101030300-C";"2017-2019";"Pristine";0.609928749378498;NA;0.609928749378498;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101030300-C";"2017-2019";"Scenario A";0.637172305561808;NA;0.637172305561808;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101030300-C";"2017-2019";"Scenario B";0.630596576097286;NA;0.630596576097286;"Good";"Makroalger";NA;NA;NA;NA
"2023";"0101030400-C";"2017-2019";"baseline";0.563059041628576;0.391708730579417;0.563059041628576;"Mod";"Makroalger";"Organisk";0.564607009408434;0.63320333285159;0.391708730579417
"2023";"0101030400-C";"2017-2019";"Pristine";0.56175601939492;0.489653441141021;0.56175601939492;"Mod";"Makroalger";"Organisk";0.787863241236283;0.859087287613171;0.489653441141021
"2023";"0101030400-C";"2017-2019";"Scenario A";0.58997681534123;0.41043912791219;0.58997681534123;"Mod";"Makroalger";"Organisk";0.607889246840229;0.66644150241048;0.41043912791219
"2023";"0101030400-C";"2017-2019";"Scenario B";0.585077150408738;0.42506518371176;0.585077150408738;"Mod";"Makroalger";"Organisk";0.639528034117859;0.701477565364081;0.42506518371176
"2023";"0101030500-C";"2017-2019";"baseline";0.555522670348485;0.593859624862671;0.555522670348485;"Mod";"Makroalger";"Organisk";0.588460172992358;0.653196508967744;0.593859624862671
"2023";"0101030500-C";"2017-2019";"Pristine";0.618792573610942;0.650154256820679;0.618792573610942;"Good";"Makroalger";"Organisk";0.809398474075425;0.889175705238596;0.650154256820679
"2023";"0101030500-C";"2017-2019";"Scenario A";0.582713703314463;0.607092809677124;0.582713703314463;"Mod";"Makroalger";"Organisk";0.628644256356296;0.688891341324032;0.607092809677124
"2023";"0101030500-C";"2017-2019";"Scenario B";0.589885830879211;0.614553499221802;0.589885830879211;"Mod";"Makroalger";"Organisk";0.663421490676643;0.724106096876107;0.614553499221802
"2023";"0101030600-C";"2017-2019";"baseline";0.546510163829706;NA;0.546510163829706;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030600-C";"2017-2019";"Pristine";0.553603155733553;NA;0.553603155733553;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030600-C";"2017-2019";"Scenario A";0.568789296144964;NA;0.568789296144964;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030600-C";"2017-2019";"Scenario B";0.568855577546171;NA;0.568855577546171;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030700-C";"2017-2019";"baseline";0.559542802958066;NA;0.559542802958066;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030700-C";"2017-2019";"Pristine";0.566843007715776;NA;0.566843007715776;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030700-C";"2017-2019";"Scenario A";0.572795448487974;NA;0.572795448487974;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030700-C";"2017-2019";"Scenario B";0.575035382045224;NA;0.575035382045224;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030800-C";"2017-2019";"baseline";0.530334323644638;NA;0.530334323644638;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030800-C";"2017-2019";"Pristine";0.548456251621246;NA;0.548456251621246;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030800-C";"2017-2019";"Scenario A";0.532605797052383;NA;0.532605797052383;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101030800-C";"2017-2019";"Scenario B";0.537396768728892;NA;0.537396768728892;"Mod";"Makroalger";NA;NA;NA;NA
"2023";"0101040100-C";"2017-2019";"baseline";0.631934570560133;0.501842876430644;0.501842876430644;"Mod";"Makroalger";"Organisk";0.695902040426765;0.616228850051875;0.501842876430644
"2023";"0101040100-C";"2017-2019";"Pristine";0.625447120413241;0.581306756715907;0.581306756715907;"Mod";"Makroalger";"Organisk";0.84299316525335;0.779085693622666;0.581306756715907
"2023";"0101040100-C";"2017-2019";"Scenario A";0.631444700889653;0.544110301472606;0.544110301472606;"Mod";"Makroalger";"Organisk";0.722157193845732;0.636857538432609;0.544110301472606
"2023";"0101040100-C";"2017-2019";"Scenario B";0.639526760747481;0.549520036399031;0.549520036399031;"Mod";"Makroalger";"Organisk";0.755906877451144;0.661677811445423;0.549520036399031
"2023";"0101040200-2-C";"2017-2019";"baseline";0.626217295245746;0.502270269393921;0.502270269393921;"Mod";"Makroalger";"Organisk";0.704408855510286;0.597237619320092;0.502270269393921
"2023";"0101040200-2-C";"2017-2019";"Pristine";0.628301958244835;0.578719902038574;0.578719902038574;"Mod";"Makroalger";"Organisk";0.848718555389889;0.774244114166867;0.578719902038574
"2023";"0101040200-2-C";"2017-2019";"Scenario A";0.652405824962221;0.54062442779541;0.54062442779541;"Mod";"Makroalger";"Organisk";0.733121390883498;0.617888034031876;0.54062442779541
"2023";"0101040200-2-C";"2017-2019";"Scenario B";0.659284844862927;0.545046234130859;0.545046234130859;"Mod";"Makroalger";"Organisk";0.755569398301823;0.646618775149003;0.545046234130859
