"WB";"Indicator";"Period";"scenario";"Value";"Type";"Salinity";"Kvalitetselement";"Indikator";"IndikatorDesc";"Ref";"HG";"GM";"MP";"PB";"Worst";"EQR";"Status";"QEtype"
"0101020105-C";"MSMDI";"2017-2019";"DIP100pc";0.547861857073648;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.547861857073648;"Mod";"Bio"
"0101020200-1-C";"MSMDI";"2017-2019";"DIP100pc";0.604678840209276;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.604678840209276;"Good";"Bio"
"0101020200-2-C";"MSMDI";"2017-2019";"DIP100pc";0.589021953867703;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.589021953867703;"Mod";"Bio"
"0101020300-1-C";"MSMDI";"2017-2019";"DIP100pc";0.609746133287748;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.609746133287748;"Good";"Bio"
"0101020300-2-C";"MSMDI";"2017-2019";"DIP100pc";0.590505525309552;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.590505525309552;"Mod";"Bio"
"0101020500-C";"MSMDI";"2017-2019";"DIP100pc";0.566340729594231;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.566340729594231;"Mod";"Bio"
"0101020601-C";"MSMDI";"2017-2019";"DIP100pc";0.546235410055677;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.546235410055677;"Mod";"Bio"
"0101020602-C";"MSMDI";"2017-2019";"DIP100pc";0.516997367143631;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.516997367143631;"Mod";"Bio"
"0101020603-C";"MSMDI";"2017-2019";"DIP100pc";0.538005722893609;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.538005722893609;"Mod";"Bio"
"0101020701-5-C";"MSMDI";"2017-2019";"DIP100pc";0.537312624189589;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.537312624189589;"Mod";"Bio"
"0101020702-1-C";"MSMDI";"2017-2019";"DIP100pc";0.519927789767583;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.519927789767583;"Mod";"Bio"
"0101020702-2-C";"MSMDI";"2017-2019";"DIP100pc";0.522097780472702;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.522097780472702;"Mod";"Bio"
"0101020801-C";"MSMDI";"2017-2019";"DIP100pc";0.47121547801154;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.47121547801154;"Mod";"Bio"
"0101020802-C";"MSMDI";"2017-2019";"DIP100pc";0.494282709227668;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.494282709227668;"Mod";"Bio"
"0101020900-C";"MSMDI";"2017-2019";"DIP100pc";0.524469743172328;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.524469743172328;"Mod";"Bio"
"0101021000-1-C";"MSMDI";"2017-2019";"DIP100pc";0.608066101868947;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.608066101868947;"Good";"Bio"
"0101021000-2-C";"MSMDI";"2017-2019";"DIP100pc";0.538363171251197;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.538363171251197;"Mod";"Bio"
"0101021100-C";"MSMDI";"2017-2019";"DIP100pc";0.54871744910876;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.54871744910876;"Mod";"Bio"
"0101030101-6-C";"MSMDI";"2017-2019";"DIP100pc";0.536925533579455;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.536925533579455;"Mod";"Bio"
"0101030102-1-C";"MSMDI";"2017-2019";"DIP100pc";0.520808493807202;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.520808493807202;"Mod";"Bio"
"0101030102-2-C";"MSMDI";"2017-2019";"DIP100pc";0.553808845471645;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.553808845471645;"Mod";"Bio"
"0101030200-C";"MSMDI";"2017-2019";"DIP100pc";0.591269182531457;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.591269182531457;"Mod";"Bio"
"0101030300-C";"MSMDI";"2017-2019";"DIP100pc";0.567091806643251;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.567091806643251;"Mod";"Bio"
"0101030400-C";"MSMDI";"2017-2019";"DIP100pc";0.551008707646168;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.551008707646168;"Mod";"Bio"
"0101030600-C";"MSMDI";"2017-2019";"DIP100pc";0.53873250219557;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.53873250219557;"Mod";"Bio"
"0101030700-C";"MSMDI";"2017-2019";"DIP100pc";0.540659666061401;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.540659666061401;"Mod";"Bio"
"0101040100-C";"MSMDI";"2017-2019";"DIP100pc";0.599780604243279;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.599780604243279;"Mod";"Bio"
"0101040200-2-C";"MSMDI";"2017-2019";"DIP100pc";0.574502859512965;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.574502859512965;"Mod";"Bio"
"0101040300-3-C";"MSMDI";"2017-2019";"DIP100pc";0.617561101913452;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.617561101913452;"Good";"Bio"
"0101040300-4-C";"MSMDI";"2017-2019";"DIP100pc";0.580089837312698;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.580089837312698;"Mod";"Bio"
"0101040400-4-C";"MSMDI";"2017-2019";"DIP100pc";0.586239775021871;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.586239775021871;"Mod";"Bio"
"0101000030-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.567549599100042;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.567549599100042;"Mod";"Bio"
"0101000030-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.558389227216442;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.558389227216442;"Mod";"Bio"
"0101000031-C";"MSMDI";"2017-2019";"DINRA80-J10";0.597115713137167;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.597115713137167;"Mod";"Bio"
"0101000032-3-C";"MSMDI";"2017-2019";"DINRA80-J10";0.553277961081929;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.553277961081929;"Mod";"Bio"
"0101000032-4-C";"MSMDI";"2017-2019";"DINRA80-J10";0.586969673031508;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.586969673031508;"Mod";"Bio"
"0101010301-C";"MSMDI";"2017-2019";"DINRA80-J10";0.568597450852394;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.568597450852394;"Mod";"Bio"
"0101010305-C";"MSMDI";"2017-2019";"DINRA80-J10";0.552050736215379;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.552050736215379;"Mod";"Bio"
"0101010306-C";"MSMDI";"2017-2019";"DINRA80-J10";0.580309165296731;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.580309165296731;"Mod";"Bio"
"0101010401-C";"MSMDI";"2017-2019";"DINRA80-J10";0.528062671086209;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.528062671086209;"Mod";"Bio"
"0101010405-C";"MSMDI";"2017-2019";"DINRA80-J10";0.50815752921281;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.50815752921281;"Mod";"Bio"
"0101010406-C";"MSMDI";"2017-2019";"DINRA80-J10";0.549247443675995;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.549247443675995;"Mod";"Bio"
"0101010407-C";"MSMDI";"2017-2019";"DINRA80-J10";0.521446473896503;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.521446473896503;"Mod";"Bio"
"0101010408-C";"MSMDI";"2017-2019";"DINRA80-J10";0.585875479711427;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.585875479711427;"Mod";"Bio"
"0101010500-C";"MSMDI";"2017-2019";"DINRA80-J10";0.597676729162534;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.597676729162534;"Mod";"Bio"
"0101020101-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.646965010166168;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.646965010166168;"Good";"Bio"
"0101020101-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.639121762580342;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.639121762580342;"Good";"Bio"
"0101020102-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.656194150447845;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.656194150447845;"Good";"Bio"
"0101020104-C";"MSMDI";"2017-2019";"DINRA80-J10";0.573827021651798;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.573827021651798;"Mod";"Bio"
"0101020105-C";"MSMDI";"2017-2019";"DINRA80-J10";0.566966221446083;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.566966221446083;"Mod";"Bio"
"0101020200-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.629513687048203;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.629513687048203;"Good";"Bio"
"0101020200-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.625934308137351;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.625934308137351;"Good";"Bio"
"0101020300-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.661110137899717;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.661110137899717;"Good";"Bio"
"0101020300-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.63059809002825;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.63059809002825;"Good";"Bio"
"0101020500-C";"MSMDI";"2017-2019";"DINRA80-J10";0.60081376383702;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.60081376383702;"Good";"Bio"
"0101020601-C";"MSMDI";"2017-2019";"DINRA80-J10";0.563577520674553;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.563577520674553;"Mod";"Bio"
"0101020602-C";"MSMDI";"2017-2019";"DINRA80-J10";0.519964538740389;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.519964538740389;"Mod";"Bio"
"0101020603-C";"MSMDI";"2017-2019";"DINRA80-J10";0.556533545255661;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.556533545255661;"Mod";"Bio"
"0101020701-5-C";"MSMDI";"2017-2019";"DINRA80-J10";0.544686975081762;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.544686975081762;"Mod";"Bio"
"0101020702-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.526877045631409;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.526877045631409;"Mod";"Bio"
"0101020702-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.527042103310426;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.527042103310426;"Mod";"Bio"
"0101020801-C";"MSMDI";"2017-2019";"DINRA80-J10";0.481478412946065;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.481478412946065;"Mod";"Bio"
"0101020802-C";"MSMDI";"2017-2019";"DINRA80-J10";0.531509048881985;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.531509048881985;"Mod";"Bio"
"0101020900-C";"MSMDI";"2017-2019";"DINRA80-J10";0.549011385802067;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.549011385802067;"Mod";"Bio"
"0101021000-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.659249916672707;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.659249916672707;"Good";"Bio"
"0101021000-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.574311514172638;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.574311514172638;"Mod";"Bio"
"0101021100-C";"MSMDI";"2017-2019";"DINRA80-J10";0.613079203499688;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.613079203499688;"Good";"Bio"
"0101030101-6-C";"MSMDI";"2017-2019";"DINRA80-J10";0.528389552401172;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.528389552401172;"Mod";"Bio"
"0101030102-1-C";"MSMDI";"2017-2019";"DINRA80-J10";0.542664391653878;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.542664391653878;"Mod";"Bio"
"0101030102-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.56861891867458;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.56861891867458;"Mod";"Bio"
"0101030200-C";"MSMDI";"2017-2019";"DINRA80-J10";0.611131569795441;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.611131569795441;"Good";"Bio"
"0101030300-C";"MSMDI";"2017-2019";"DINRA80-J10";0.579352644906528;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.579352644906528;"Mod";"Bio"
"0101030400-C";"MSMDI";"2017-2019";"DINRA80-J10";0.558734307686488;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.558734307686488;"Mod";"Bio"
"0101030600-C";"MSMDI";"2017-2019";"DINRA80-J10";0.544691188467873;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.544691188467873;"Mod";"Bio"
"0101030700-C";"MSMDI";"2017-2019";"DINRA80-J10";0.551835000514984;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.551835000514984;"Mod";"Bio"
"0101040100-C";"MSMDI";"2017-2019";"DINRA80-J10";0.605044022202492;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.605044022202492;"Good";"Bio"
"0101040200-2-C";"MSMDI";"2017-2019";"DINRA80-J10";0.591863719622294;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.591863719622294;"Mod";"Bio"
"0101040300-3-C";"MSMDI";"2017-2019";"DINRA80-J10";0.617439633760697;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.617439633760697;"Good";"Bio"
"0101040300-4-C";"MSMDI";"2017-2019";"DINRA80-J10";0.604284743467967;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.604284743467967;"Good";"Bio"
"0101040400-4-C";"MSMDI";"2017-2019";"DINRA80-J10";0.590548574924469;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.590548574924469;"Mod";"Bio"
"0101000030-1-C";"MSMDI";"2017-2019";"baseline";0.566162981736807;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.566162981736807;"Mod";"Bio"
"0101000030-2-C";"MSMDI";"2017-2019";"baseline";0.559789548317591;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.559789548317591;"Mod";"Bio"
"0101000031-C";"MSMDI";"2017-2019";"baseline";0.597392341972869;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.597392341972869;"Mod";"Bio"
"0101000032-3-C";"MSMDI";"2017-2019";"baseline";0.553482893026537;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.553482893026537;"Mod";"Bio"
"0101000032-4-C";"MSMDI";"2017-2019";"baseline";0.585700886418121;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.585700886418121;"Mod";"Bio"
"0101010301-C";"MSMDI";"2017-2019";"baseline";0.539851828240881;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.539851828240881;"Mod";"Bio"
"0101010305-C";"MSMDI";"2017-2019";"baseline";0.534875323375066;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.534875323375066;"Mod";"Bio"
"0101010306-C";"MSMDI";"2017-2019";"baseline";0.551803016000324;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.551803016000324;"Mod";"Bio"
"0101010401-C";"MSMDI";"2017-2019";"baseline";0.503420315051483;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.503420315051483;"Mod";"Bio"
"0101010405-C";"MSMDI";"2017-2019";"baseline";0.494251312664997;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.494251312664997;"Mod";"Bio"
"0101010406-C";"MSMDI";"2017-2019";"baseline";0.54593829313914;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.54593829313914;"Mod";"Bio"
"0101010407-C";"MSMDI";"2017-2019";"baseline";0.50200250496467;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.50200250496467;"Mod";"Bio"
"0101010408-C";"MSMDI";"2017-2019";"baseline";0.557204852501551;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.557204852501551;"Mod";"Bio"
"0101010500-C";"MSMDI";"2017-2019";"baseline";0.594059296262761;"S1";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.594059296262761;"Mod";"Bio"
"0101020101-1-C";"MSMDI";"2017-2019";"baseline";0.632054816881816;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.632054816881816;"Good";"Bio"
"0101020101-2-C";"MSMDI";"2017-2019";"baseline";0.635506691204177;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.635506691204177;"Good";"Bio"
"0101020102-2-C";"MSMDI";"2017-2019";"baseline";0.656187693277995;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.656187693277995;"Good";"Bio"
"0101020104-C";"MSMDI";"2017-2019";"baseline";0.570946587456597;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.570946587456597;"Mod";"Bio"
"0101020105-C";"MSMDI";"2017-2019";"baseline";0.559775466010684;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.559775466010684;"Mod";"Bio"
"0101020200-1-C";"MSMDI";"2017-2019";"baseline";0.610201843273945;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.610201843273945;"Good";"Bio"
"0101020200-2-C";"MSMDI";"2017-2019";"baseline";0.593973434795209;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.593973434795209;"Mod";"Bio"
"0101020300-1-C";"MSMDI";"2017-2019";"baseline";0.617749258875847;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.617749258875847;"Good";"Bio"
"0101020300-2-C";"MSMDI";"2017-2019";"baseline";0.590360618086271;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.590360618086271;"Mod";"Bio"
"0101020500-C";"MSMDI";"2017-2019";"baseline";0.567531244208415;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.567531244208415;"Mod";"Bio"
"0101020601-C";"MSMDI";"2017-2019";"baseline";0.543947912212731;"S2";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.543947912212731;"Mod";"Bio"
"0101020602-C";"MSMDI";"2017-2019";"baseline";0.516142776518157;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.516142776518157;"Mod";"Bio"
"0101020603-C";"MSMDI";"2017-2019";"baseline";0.539575268824895;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.539575268824895;"Mod";"Bio"
"0101020701-5-C";"MSMDI";"2017-2019";"baseline";0.537640303373337;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.537640303373337;"Mod";"Bio"
"0101020702-1-C";"MSMDI";"2017-2019";"baseline";0.516438469290733;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.516438469290733;"Mod";"Bio"
"0101020702-2-C";"MSMDI";"2017-2019";"baseline";0.520505731304487;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.520505731304487;"Mod";"Bio"
"0101020801-C";"MSMDI";"2017-2019";"baseline";0.479389210542043;"S5";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.479389210542043;"Mod";"Bio"
"0101020802-C";"MSMDI";"2017-2019";"baseline";0.508659012260891;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.508659012260891;"Mod";"Bio"
"0101020900-C";"MSMDI";"2017-2019";"baseline";0.524213002486662;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.524213002486662;"Mod";"Bio"
"0101021000-1-C";"MSMDI";"2017-2019";"baseline";0.616448198755582;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.616448198755582;"Good";"Bio"
"0101021000-2-C";"MSMDI";"2017-2019";"baseline";0.543467519576089;"S3";NA;"Makroalger";"MSMDI";"MSMDI (Nedre voksegrense) - EQR";1;0.8;0.6;0.4;0.2;0;0.543467519576089;"Mod";"Bio"
