"WB";"Indicator";"Period";"scenario";"Value";"Type";"Salinity";"Kvalitetselement";"Indikator";"IndikatorDesc";"Ref";"HG";"GM";"MP";"PB";"Worst";"EQR";"Status";"QEtype"
"0101020500-C";"NH4_summer";"2017-2019";"DINP100pc";0.79730224609375;"S3";21.4814767837524;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020601-C";"NH4_summer";"2017-2019";"DINP100pc";0.839937254786491;"S2";22.4822130203247;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020701-5-C";"NH4_summer";"2017-2019";"DINP100pc";0.962927293777466;"S3";21.6048976898193;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020702-2-C";"NH4_summer";"2017-2019";"DINP100pc";0.986181139945984;"S3";22.3713912963867;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020801-C";"NH4_summer";"2017-2019";"DINP100pc";0.92579710483551;"S5";22.392344156901;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020802-C";"NH4_summer";"2017-2019";"DINP100pc";0.991148769855499;"S3";19.8220729827881;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101020900-C";"NH4_summer";"2017-2019";"DINP100pc";0.785205781459808;"S3";22.6121215820312;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101021000-2-C";"NH4_summer";"2017-2019";"DINP100pc";0.919531457126141;"S3";20.9340257644653;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101030102-2-C";"NH4_summer";"2017-2019";"DINP100pc";1.0362432996432;"S2";20.4080816904704;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101030200-C";"NH4_summer";"2017-2019";"DINP100pc";7.19706392288208;"S3";12.9558982849121;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;0.878198169002306;"High";"Sup"
"0101030400-C";"NH4_summer";"2017-2019";"DINP100pc";6.65703105926514;"S2";15.9988009134928;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;0.896535447902712;"High";"Sup"
"0101040100-C";"NH4_summer";"2017-2019";"DINP100pc";0.765244483947754;"S3";21.7547855377197;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101040300-3-C";"NH4_summer";"2017-2019";"DINP100pc";0.752054154872894;"S2";22.9239540100098;"Fysisk-kjemiske";"NH4-N sommer";"Ammonium-nitrogen, sommer (µg N/l)";3.61;9.5;25;100;163;265.69;1;"High";"Sup"
"0101000030-1-C";"NH4_winter";"2017-2019";"DINP100pc";9.9057485461235;"S1";26.6819048325221;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.95102608137104;"High";"Sup"
"0101000030-2-C";"NH4_winter";"2017-2019";"DINP100pc";9.90223391850789;"S1";25.6407607396444;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.951100902575182;"High";"Sup"
"0101000031-C";"NH4_winter";"2017-2019";"DINP100pc";10.7783915201823;"S1";21.4721761279636;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.93244880797371;"High";"Sup"
"0101000032-3-C";"NH4_winter";"2017-2019";"DINP100pc";10.2566987991333;"S1";28.1673568725586;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.943554871503045;"High";"Sup"
"0101000032-4-C";"NH4_winter";"2017-2019";"DINP100pc";9.86544680595398;"S1";27.3023282686869;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.951884045587534;"High";"Sup"
"0101010301-C";"NH4_winter";"2017-2019";"DINP100pc";10.0703411102295;"S3";28.0743865966797;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.94752215003433;"High";"Sup"
"0101010401-C";"NH4_winter";"2017-2019";"DINP100pc";9.76693725585938;"S3";25.6081357683454;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.953981167662378;"High";"Sup"
"0101010405-C";"NH4_winter";"2017-2019";"DINP100pc";9.90099938710531;"S5";25.9036944707235;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.951127183915966;"High";"Sup"
"0101010406-C";"NH4_winter";"2017-2019";"DINP100pc";9.63318252563477;"S3";26.4971237182617;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.956828607297411;"High";"Sup"
"0101010408-C";"NH4_winter";"2017-2019";"DINP100pc";9.84067344665527;"S3";27.3294334411621;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.952411433628627;"High";"Sup"
"0101010500-C";"NH4_winter";"2017-2019";"DINP100pc";9.45487022399902;"S1";25.8770866394043;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.960624611477892;"High";"Sup"
"0101020101-1-C";"NH4_winter";"2017-2019";"DINP100pc";10.3006809234619;"S2";29.0606990814209;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.942618557371679;"High";"Sup"
"0101020101-2-C";"NH4_winter";"2017-2019";"DINP100pc";9.82438214619954;"S2";22.6346121893989;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.952758251229365;"High";"Sup"
"0101020200-1-C";"NH4_winter";"2017-2019";"DINP100pc";10.2901875972748;"S2";29.2162094116211;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.942841944707876;"High";"Sup"
"0101020200-2-C";"NH4_winter";"2017-2019";"DINP100pc";10.5460195541382;"S2";28.9006271362305;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.937395662152801;"High";"Sup"
"0101020300-2-C";"NH4_winter";"2017-2019";"DINP100pc";10.9304382006327;"S2";29.4240471522013;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.929211959874485;"High";"Sup"
"0101020500-C";"NH4_winter";"2017-2019";"DINP100pc";11.2563104629517;"S3";29.6599836349487;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.922274623197668;"High";"Sup"
"0101020601-C";"NH4_winter";"2017-2019";"DINP100pc";10.9450347423553;"S2";28.689670085907;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.928901221171147;"High";"Sup"
"0101020701-5-C";"NH4_winter";"2017-2019";"DINP100pc";11.8287805557251;"S3";29.2404670715332;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.910087584808093;"High";"Sup"
"0101020702-2-C";"NH4_winter";"2017-2019";"DINP100pc";12.2625255584717;"S3";29.6122341156006;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.900853797634777;"High";"Sup"
"0101020801-C";"NH4_winter";"2017-2019";"DINP100pc";11.740530649821;"S5";28.9623076121012;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.911966294289526;"High";"Sup"
"0101020802-C";"NH4_winter";"2017-2019";"DINP100pc";11.8254194259644;"S3";28.7139873504639;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.910159138270787;"High";"Sup"
"0101020900-C";"NH4_winter";"2017-2019";"DINP100pc";11.2933430671692;"S3";28.5028829574585;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.921486254032253;"High";"Sup"
"0101021000-2-C";"NH4_winter";"2017-2019";"DINP100pc";11.7583911418915;"S3";28.9922230243683;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.911586070928921;"High";"Sup"
"0101030102-2-C";"NH4_winter";"2017-2019";"DINP100pc";9.97615718841553;"S2";29.2805067698161;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.94952718590488;"High";"Sup"
"0101030200-C";"NH4_winter";"2017-2019";"DINP100pc";10.0811357498169;"S3";13.8941135406494;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.94729234818317;"High";"Sup"
"0101030400-C";"NH4_winter";"2017-2019";"DINP100pc";10.1083062489827;"S2";16.8814846674601;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.946713928593084;"High";"Sup"
"0101040100-C";"NH4_winter";"2017-2019";"DINP100pc";10.4516849517822;"S3";29.5804100036621;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.93940390578839;"High";"Sup"
"0101040300-3-C";"NH4_winter";"2017-2019";"DINP100pc";10.9246616363525;"S2";29.9101839065552;"Fysisk-kjemiske";"NH4-N vinter";"Ammonium-nitrogen, vinter (µg N/l)";7.60526315789474;17;38;78;163;340.628205128205;0.929334934352159;"High";"Sup"
"0101000030-1-C";"PO4_summer";"2017-2019";"DINP100pc";3.78182764848073;"S1";23.4465775092443;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.783895562943958;"Good";"Sup"
"0101000030-2-C";"PO4_summer";"2017-2019";"DINP100pc";3.1756151649687;"S1";20.4892783694797;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.837072552575005;"High";"Sup"
"0101000031-C";"PO4_summer";"2017-2019";"DINP100pc";3.28032790289985;"S1";16.9584894180298;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.70135802227062;3.37982570208036;6.71959330485417;15.3190123117887;47.6766302402203;148.442676445154;0.811855789703593;"High";"Sup"
"0101000032-3-C";"PO4_summer";"2017-2019";"DINP100pc";3.36199340820313;"S1";20.8231052398682;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.815772181919643;"High";"Sup"
"0101000032-4-C";"PO4_summer";"2017-2019";"DINP100pc";3.64610487222672;"S1";24.4038530985514;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.791651150158473;"Good";"Sup"
"0101010301-C";"PO4_summer";"2017-2019";"DINP100pc";3.9930272102356;"S3";26.115686416626;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.771827016557966;"Good";"Sup"
"0101010401-C";"PO4_summer";"2017-2019";"DINP100pc";3.85675930976868;"S3";24.1055594852992;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.779613753727504;"Good";"Sup"
"0101010405-C";"PO4_summer";"2017-2019";"DINP100pc";3.90582525730133;"S5";22.4320472081502;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.776809985297067;"Good";"Sup"
"0101010406-C";"PO4_summer";"2017-2019";"DINP100pc";3.89691984653473;"S3";25.6459484100342;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.777318865912301;"Good";"Sup"
"0101010408-C";"PO4_summer";"2017-2019";"DINP100pc";3.85070317983627;"S3";27.1785802841187;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.77995981829507;"Good";"Sup"
"0101010500-C";"PO4_summer";"2017-2019";"DINP100pc";3.1360399723053;"S1";22.2472705841064;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.841595431736537;"High";"Sup"
"0101020101-1-C";"PO4_summer";"2017-2019";"DINP100pc";2.65604357719421;"S2";21.1734554290771;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.896452162606376;"High";"Sup"
"0101020101-2-C";"PO4_summer";"2017-2019";"DINP100pc";3.42116083039178;"S2";17.9952427546183;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.74977782095745;3.49945108707135;6.99871920316647;15.9968894934043;49.9893876833793;156.214338956735;0.808949128754016;"High";"Sup"
"0101020200-1-C";"PO4_summer";"2017-2019";"DINP100pc";2.36378747224808;"S2";21.317111492157;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.929852860314506;"High";"Sup"
"0101020200-2-C";"PO4_summer";"2017-2019";"DINP100pc";2.52072024345398;"S2";22.3444995880127;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.911917686462402;"High";"Sup"
"0101020300-2-C";"PO4_summer";"2017-2019";"DINP100pc";2.78242349624634;"S2";22.669451713562;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.882008743286133;"High";"Sup"
"0101020500-C";"PO4_summer";"2017-2019";"DINP100pc";3.05174994468689;"S3";21.4814767837524;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.85122857775007;"High";"Sup"
"0101020601-C";"PO4_summer";"2017-2019";"DINP100pc";2.77258044481277;"S2";22.4822130203247;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.883133663449969;"High";"Sup"
"0101020701-5-C";"PO4_summer";"2017-2019";"DINP100pc";2.43067440986633;"S3";21.6048976898193;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.922208638872419;"High";"Sup"
"0101020702-2-C";"PO4_summer";"2017-2019";"DINP100pc";2.38654088973999;"S3";22.3713912963867;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.927252469744001;"High";"Sup"
"0101020801-C";"PO4_summer";"2017-2019";"DINP100pc";2.42004307111104;"S5";22.392344156901;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.923423649015881;"High";"Sup"
"0101020802-C";"PO4_summer";"2017-2019";"DINP100pc";2.67324936389923;"S3";19.8220729827881;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.894485786982945;"High";"Sup"
"0101020900-C";"PO4_summer";"2017-2019";"DINP100pc";2.69166171550751;"S3";22.6121215820312;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.892381518227713;"High";"Sup"
"0101021000-2-C";"PO4_summer";"2017-2019";"DINP100pc";2.43756982684135;"S3";20.9340257644653;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.921420591218131;"High";"Sup"
"0101030102-2-C";"PO4_summer";"2017-2019";"DINP100pc";2.40661311149597;"S2";20.4080816904704;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.924958501543318;"High";"Sup"
"0101030200-C";"PO4_summer";"2017-2019";"DINP100pc";3.08425617218018;"S3";12.9558982849121;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.51442382099864;2.9179882636437;5.64197261516864;12.701933493981;38.7477730971116;118.438637528053;0.787792300756545;"Good";"Sup"
"0101030400-C";"PO4_summer";"2017-2019";"DINP100pc";3.08501370747884;"S2";15.9988009134928;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.65653740530049;3.26909241309533;6.46121563055576;14.6915236742069;45.5357866531763;141.24870377076;0.822830688531762;"High";"Sup"
"0101040100-C";"PO4_summer";"2017-2019";"DINP100pc";2.471684217453;"S3";21.7547855377197;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.917521803719657;"High";"Sup"
"0101040300-3-C";"PO4_summer";"2017-2019";"DINP100pc";3.04515051841736;"S2";22.9239540100098;"Fysisk-kjemiske";"PO4-P sommer";"Fosfat-fosfor, sommer (µg P/l)";1.75;3.5;7;16;50;156.25;0.851982797895159;"High";"Sup"
"0101000030-1-C";"PO4_winter";"2017-2019";"DINP100pc";17.6164847215017;"S1";26.6819048325221;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.704108162415333;"Good";"Sup"
"0101000030-2-C";"PO4_winter";"2017-2019";"DINP100pc";14.9870507982042;"S1";25.6407607396444;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.785013821593717;"Good";"Sup"
"0101000031-C";"PO4_winter";"2017-2019";"DINP100pc";13.6421129438612;"S1";21.4721761279636;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.838229449716529;"High";"Sup"
"0101000032-3-C";"PO4_winter";"2017-2019";"DINP100pc";17.1180004119873;"S1";28.1673568725586;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.719446141169621;"Good";"Sup"
"0101000032-4-C";"PO4_winter";"2017-2019";"DINP100pc";17.7842756907145;"S1";27.3023282686869;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.69894536336263;"Good";"Sup"
"0101010301-C";"PO4_winter";"2017-2019";"DINP100pc";16.0750865936279;"S3";28.0743865966797;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.751535797119141;"Good";"Sup"
"0101010401-C";"PO4_winter";"2017-2019";"DINP100pc";17.802380153111;"S3";25.6081357683454;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.698388302981198;"Good";"Sup"
"0101010405-C";"PO4_winter";"2017-2019";"DINP100pc";18.2040166854858;"S5";25.9036944707235;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.686030255831205;"Good";"Sup"
"0101010406-C";"PO4_winter";"2017-2019";"DINP100pc";17.4244432449341;"S3";26.4971237182617;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.710017130925105;"Good";"Sup"
"0101010408-C";"PO4_winter";"2017-2019";"DINP100pc";17.3546390533447;"S3";27.3294334411621;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.712164952204778;"Good";"Sup"
"0101010500-C";"PO4_winter";"2017-2019";"DINP100pc";14.6208515167236;"S1";25.8770866394043;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.796281491793119;"Good";"Sup"
"0101020101-1-C";"PO4_winter";"2017-2019";"DINP100pc";13.7992446899414;"S2";29.0606990814209;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.831227292331523;"High";"Sup"
"0101020101-2-C";"PO4_winter";"2017-2019";"DINP100pc";14.9089368184408;"S2";22.6346121893989;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.787417328663361;"Good";"Sup"
"0101020200-1-C";"PO4_winter";"2017-2019";"DINP100pc";12.2337117195129;"S2";29.2162094116211;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.900991095788283;"High";"Sup"
"0101020200-2-C";"PO4_winter";"2017-2019";"DINP100pc";12.7675728797913;"S2";28.9006271362305;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.877200996338214;"High";"Sup"
"0101020300-2-C";"PO4_winter";"2017-2019";"DINP100pc";14.3747340838114;"S2";29.4240471522013;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.805582141623257;"High";"Sup"
"0101020500-C";"PO4_winter";"2017-2019";"DINP100pc";15.9668774604797;"S3";29.6599836349487;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.754865308908316;"Good";"Sup"
"0101020601-C";"PO4_winter";"2017-2019";"DINP100pc";12.7359619140625;"S2";28.689670085907;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.878609654757957;"High";"Sup"
"0101020701-5-C";"PO4_winter";"2017-2019";"DINP100pc";13.4036169052124;"S3";29.2404670715332;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.848857389900349;"High";"Sup"
"0101020702-2-C";"PO4_winter";"2017-2019";"DINP100pc";13.5266771316528;"S3";29.6122341156006;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.843373538960829;"High";"Sup"
"0101020801-C";"PO4_winter";"2017-2019";"DINP100pc";13.111323038737;"S5";28.9623076121012;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.861882686867954;"High";"Sup"
"0101020802-C";"PO4_winter";"2017-2019";"DINP100pc";14.6917109489441;"S3";28.7139873504639;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.794101201570951;"Good";"Sup"
"0101020900-C";"PO4_winter";"2017-2019";"DINP100pc";13.0945010185242;"S3";28.5028829574585;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.862632315354891;"High";"Sup"
"0101021000-2-C";"PO4_winter";"2017-2019";"DINP100pc";13.8076244592667;"S3";28.9922230243683;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.830853870250186;"High";"Sup"
"0101030102-2-C";"PO4_winter";"2017-2019";"DINP100pc";11.837012608846;"S2";29.2805067698161;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.918668934141609;"High";"Sup"
"0101030200-C";"PO4_winter";"2017-2019";"DINP100pc";11.9780969619751;"S3";13.8941135406494;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";8.56932987951388;12.1312193503747;17.2099509605995;28.3149264408992;43.9990890209491;69.2760570982462;0.808597818076739;"High";"Sup"
"0101030400-C";"PO4_winter";"2017-2019";"DINP100pc";11.6025743484497;"S2";16.8814846674601;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";9.61892211607039;13.8547026927655;19.9675243084247;32.4512864626371;48.3652468216725;72.3707235115685;0.906338291303699;"High";"Sup"
"0101040100-C";"PO4_winter";"2017-2019";"DINP100pc";13.3050479888916;"S3";29.5804100036621;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.853249850892894;"High";"Sup"
"0101040300-3-C";"PO4_winter";"2017-2019";"DINP100pc";15.1065082550049;"S2";29.9101839065552;"Fysisk-kjemiske";"PO4-P vinter";"Fosfat-fosfor, vinter (µg P/l)";10.0119047619048;14.5;21;34;50;73.5294117647059;0.781338207538311;"Good";"Sup"
