"WB";"Period";"scenario";"Biological";"Supporting";"EQR";"Status";"Worst_Biological";"Worst_Supporting"
"0101020400-3-C";"2017-2019";"Scenario A";0.972488069534302;0.671617237918686;0.772488069534302;"Good";"Planteplankton";"NO3-N vinter"
"0101020400-3-C";"2017-2019";"Scenario B";0.971676588058472;0.695090052900153;0.771676588058472;"Good";"Planteplankton";"NO3-N vinter"
"0101020500-C";"2017-2019";"baseline";0.939671656872651;0.700884261342388;0.739671656872651;"Good";"Planteplankton";"Oksygen"
"0101020500-C";"2017-2019";"DIN100pc";0.941252483220184;0.791338174732716;0.791338174732716;"Good";"Planteplankton";"Oksygen"
"0101020500-C";"2017-2019";"DINP100pc";0.941610707360052;0.795303281074278;0.795303281074278;"Good";"Planteplankton";"Oksygen"
"0101020500-C";"2017-2019";"DINTSM100pc";0.944758492940216;0.798840033929691;0.798840033929691;"Good";"Planteplankton";"Oksygen"
"0101020500-C";"2017-2019";"NTSM100pc";0.946667969102249;0.805568782380281;0.946667969102249;"High";"Planteplankton";"Oksygen"
"0101020500-C";"2017-2019";"Scenario A";0.950915063508969;0.706567363093191;0.750915063508969;"Good";"Planteplankton";"Oksygen"
"0101020500-C";"2017-2019";"Scenario B";0.95120738851097;0.724372900087177;0.75120738851097;"Good";"Planteplankton";"Oksygen"
"0101020601-C";"2017-2019";"baseline";0.679197718556226;0.646771009235771;0.679197718556226;"Good";"Planteplankton";"Oksygen"
"0101020601-C";"2017-2019";"DIN100pc";0.680167767237659;0.735792719137469;0.680167767237659;"Good";"Planteplankton";"Oksygen"
"0101020601-C";"2017-2019";"DINP100pc";0.680204848731115;0.740324880553461;0.680204848731115;"Good";"Planteplankton";"Oksygen"
"0101020601-C";"2017-2019";"DINTSM100pc";0.679519015672606;0.744106015894794;0.679519015672606;"Good";"Planteplankton";"TP vinter"
"0101020601-C";"2017-2019";"NTSM100pc";0.679767646348349;0.749188222157516;0.679767646348349;"Good";"Planteplankton";"TP vinter"
"0101020601-C";"2017-2019";"Scenario A";0.683816921612834;0.658374675105575;0.683816921612834;"Good";"Planteplankton";"Oksygen"
"0101020601-C";"2017-2019";"Scenario B";0.683944319811592;0.687030244251153;0.683944319811592;"Good";"Planteplankton";"Oksygen"
"0101020602-C";"2017-2019";"baseline";0.568842807925984;0.64847250956751;0.568842807925984;"Mod";"Planteplankton";"TP vinter"
"0101020602-C";"2017-2019";"DIN100pc";0.569339697384625;0.745194631422075;0.569339697384625;"Mod";"Planteplankton";"TP vinter"
"0101020602-C";"2017-2019";"DINP100pc";0.566011973439602;0.751156099789816;0.566011973439602;"Mod";"Planteplankton";"TP vinter"
"0101020602-C";"2017-2019";"DINTSM100pc";0.567990748019982;0.757423437455971;0.567990748019982;"Mod";"Planteplankton";"TP vinter"
"0101020602-C";"2017-2019";"NTSM100pc";0.567641587764089;0.766835164441394;0.567641587764089;"Mod";"Planteplankton";"TP vinter"
"0101020602-C";"2017-2019";"Scenario A";0.572982815425029;0.65326260604077;0.572982815425029;"Mod";"Planteplankton";"TP vinter"
"0101020602-C";"2017-2019";"Scenario B";0.572436327339923;0.681241656542084;0.572436327339923;"Mod";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"baseline";0.62441740192343;0.668446245221858;0.62441740192343;"Good";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"DIN100pc";0.625994686683282;0.749232853775613;0.625994686683282;"Good";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"DINP100pc";0.625460837862663;0.753903823159473;0.625460837862663;"Good";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"DINTSM100pc";0.625527827961248;0.757576791648037;0.625527827961248;"Good";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"NTSM100pc";0.625984315355894;0.765219989089112;0.625984315355894;"Good";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"Scenario A";0.628324833160474;0.676937810769299;0.628324833160474;"Good";"Planteplankton";"TP vinter"
"0101020603-C";"2017-2019";"Scenario B";0.628429734770346;0.709412853992211;0.628429734770346;"Good";"Planteplankton";"TP vinter"
"0101020701-5-C";"2017-2019";"baseline";0.585467425822893;0.621460308611632;0.585467425822893;"Mod";"Planteplankton";"Oksygen"
"0101020701-5-C";"2017-2019";"DIN100pc";0.585897470074982;0.723928307222876;0.585897470074982;"Mod";"Planteplankton";"Oksygen"
"0101020701-5-C";"2017-2019";"DINP100pc";0.585233182883243;0.729014523108973;0.585233182883243;"Mod";"Planteplankton";"Oksygen"
"0101020701-5-C";"2017-2019";"DINTSM100pc";0.586488945174596;0.730260967250888;0.586488945174596;"Mod";"Planteplankton";"Oksygen"
"0101020701-5-C";"2017-2019";"NTSM100pc";0.585608763706221;0.735366858394482;0.585608763706221;"Mod";"Planteplankton";"Oksygen"
"0101020701-5-C";"2017-2019";"Scenario A";0.591114762174274;0.630358153241886;0.591114762174274;"Mod";"Planteplankton";"Oksygen"
"0101020701-5-C";"2017-2019";"Scenario B";0.591642655867666;0.659883602833563;0.591642655867666;"Mod";"Planteplankton";"Oksygen"
"0101020702-1-C";"2017-2019";"baseline";0.552689111007839;0.626939577405945;0.552689111007839;"Mod";"Planteplankton";"Oksygen"
"0101020702-1-C";"2017-2019";"DIN100pc";0.555826718015077;0.72333809076074;0.555826718015077;"Mod";"Planteplankton";"TP vinter"
"0101020702-1-C";"2017-2019";"DINP100pc";0.55359094418583;0.72697989827664;0.55359094418583;"Mod";"Planteplankton";"TP vinter"
"0101020702-1-C";"2017-2019";"DINTSM100pc";0.554767893118269;0.730667709761769;0.554767893118269;"Mod";"Planteplankton";"TP vinter"
"0101020702-1-C";"2017-2019";"NTSM100pc";0.553093439871007;0.735820771490026;0.553093439871007;"Mod";"Planteplankton";"TP vinter"
"0101020702-1-C";"2017-2019";"Scenario A";0.561884388180185;0.636890135634309;0.561884388180185;"Mod";"Planteplankton";"TP vinter"
"0101020702-1-C";"2017-2019";"Scenario B";0.560904708765247;0.668982460850974;0.560904708765247;"Mod";"Planteplankton";"TP vinter"
"0101020702-2-C";"2017-2019";"baseline";0.547636500950508;0.632446722107459;0.547636500950508;"Mod";"Planteplankton";"Oksygen"
"0101020702-2-C";"2017-2019";"DIN100pc";0.546477413069669;0.726062769271118;0.546477413069669;"Mod";"Planteplankton";"TP vinter"
"0101020702-2-C";"2017-2019";"DINP100pc";0.546030042024793;0.729756207786205;0.546030042024793;"Mod";"Planteplankton";"TP vinter"
"0101020702-2-C";"2017-2019";"DINTSM100pc";0.544328915372203;0.733736317778526;0.544328915372203;"Mod";"Planteplankton";"TP vinter"
"0101020702-2-C";"2017-2019";"NTSM100pc";0.543511580043286;0.738920104721925;0.543511580043286;"Mod";"Planteplankton";"TP vinter"
"0101020702-2-C";"2017-2019";"Scenario A";0.556734002604181;0.641521375116708;0.556734002604181;"Mod";"Planteplankton";"TP vinter"
"0101020702-2-C";"2017-2019";"Scenario B";0.555498273354653;0.674940566543633;0.555498273354653;"Mod";"Planteplankton";"TP vinter"
"0101020801-C";"2017-2019";"baseline";1;0.530673053666438;0.799;"Good";"Planteplankton";"Oksygen"
"0101020801-C";"2017-2019";"DIN100pc";1;0.705333397946305;0.799;"Good";"Planteplankton";"Oksygen"
"0101020801-C";"2017-2019";"DINP100pc";1;0.714393154659201;0.799;"Good";"Planteplankton";"Oksygen"
"0101020801-C";"2017-2019";"DINTSM100pc";0.976644291124229;0.748724764298111;0.776644291124229;"Good";"Planteplankton";"Oksygen"
"0101020801-C";"2017-2019";"NTSM100pc";0.978974274123859;0.763953917180151;0.778974274123859;"Good";"Planteplankton";"Oksygen"
"0101020801-C";"2017-2019";"Scenario A";1;0.556840830997796;0.799;"Good";"Planteplankton";"Oksygen"
"0101020801-C";"2017-2019";"Scenario B";0.997976109628121;0.579926057675074;0.797976109628121;"Good";"Planteplankton";"Oksygen"
"0101020802-C";"2017-2019";"baseline";0.954830295025191;0.672911228700877;0.754830295025191;"Good";"Planteplankton";"NO3-N vinter"
"0101020802-C";"2017-2019";"DIN100pc";0.967694529943245;0.83128311792256;0.967694529943245;"High";"Planteplankton";"Siktdyp"
"0101020802-C";"2017-2019";"DINP100pc";0.978402687493758;0.839164598602909;0.978402687493758;"High";"Planteplankton";"Siktdyp"
"0101020802-C";"2017-2019";"DINTSM100pc";0.964263081462745;0.849858803480335;0.964263081462745;"High";"Planteplankton";"Siktdyp"
"0101020802-C";"2017-2019";"NTSM100pc";0.978549133028007;0.85243398180258;0.978549133028007;"High";"Planteplankton";"Siktdyp"
"0101020802-C";"2017-2019";"Scenario A";0.976015500097932;0.693126375725338;0.776015500097932;"Good";"Planteplankton";"NO3-N vinter"
"0101020802-C";"2017-2019";"Scenario B";0.978879301468873;0.720141345244854;0.778879301468873;"Good";"Planteplankton";"NO3-N vinter"
"0101020900-C";"2017-2019";"baseline";0.76731629998699;0.708181727055703;0.76731629998699;"Good";"Planteplankton";"NO3-N vinter"
"0101020900-C";"2017-2019";"DIN100pc";0.783051677676223;0.821969476809447;0.783051677676223;"Good";"Planteplankton";"Siktdyp"
"0101020900-C";"2017-2019";"DINP100pc";0.784553547125822;0.830812517214747;0.784553547125822;"Good";"Planteplankton";"Siktdyp"
"0101020900-C";"2017-2019";"DINTSM100pc";0.781659288411487;0.839887693024596;0.781659288411487;"Good";"Planteplankton";"Oksygen"
"0101020900-C";"2017-2019";"NTSM100pc";0.793210224234583;0.84121406307165;0.793210224234583;"Good";"Planteplankton";"Oksygen"
"0101020900-C";"2017-2019";"Scenario A";0.858178679178602;0.722420904645053;0.722420904645053;"Good";"Planteplankton";"NO3-N vinter"
"0101020900-C";"2017-2019";"Scenario B";0.866538298154251;0.747634886792026;0.747634886792026;"Good";"Planteplankton";"NO3-N vinter"
"0101021000-1-C";"2017-2019";"baseline";0.818035295764714;0.740857897238484;0.740857897238484;"Good";"Planteplankton";"Oksygen"
"0101021000-1-C";"2017-2019";"DIN100pc";0.83455212085409;0.834894250483536;0.83455212085409;"High";"Planteplankton";"Oksygen"
"0101021000-1-C";"2017-2019";"DINP100pc";0.837036225742899;0.840495990869685;0.837036225742899;"High";"Planteplankton";"Oksygen"
"0101021000-1-C";"2017-2019";"DINTSM100pc";0.865258890903011;0.846317171980976;0.865258890903011;"High";"Planteplankton";"Oksygen"
"0101021000-1-C";"2017-2019";"NTSM100pc";0.882187061798345;0.848561238232383;0.882187061798345;"High";"Planteplankton";"Oksygen"
"0101021000-1-C";"2017-2019";"Scenario A";0.943230071645054;0.751140475025523;0.751140475025523;"Good";"Planteplankton";"Oksygen"
"0101021000-1-C";"2017-2019";"Scenario B";0.945543789189216;0.772962304683445;0.772962304683445;"Good";"Planteplankton";"Oksygen"
"0101021000-2-C";"2017-2019";"baseline";0.796128317311546;0.738385148612;0.796128317311546;"Good";"Planteplankton";"NO3-N sommer"
"0101021000-2-C";"2017-2019";"DIN100pc";0.809229650095685;0.838840767687377;0.809229650095685;"High";"Planteplankton";"Oksygen"
"0101021000-2-C";"2017-2019";"DINP100pc";0.814156632808861;0.845287569946481;0.814156632808861;"High";"Planteplankton";"Oksygen"
"0101021000-2-C";"2017-2019";"DINTSM100pc";0.832157064589752;0.852843669617941;0.832157064589752;"High";"Planteplankton";"Oksygen"
"0101021000-2-C";"2017-2019";"NTSM100pc";0.85885749324413;0.855305097360328;0.85885749324413;"High";"Planteplankton";"Oksygen"
"0101021000-2-C";"2017-2019";"Scenario A";0.880736180706755;0.751054847534174;0.751054847534174;"Good";"Planteplankton";"NO3-N sommer"
"0101021000-2-C";"2017-2019";"Scenario B";0.883773359960259;0.770462542812175;0.770462542812175;"Good";"Planteplankton";"Oksygen"
"0101021100-C";"2017-2019";"baseline";0.732336866182767;0.767500552105182;0.732336866182767;"Good";"Planteplankton";"NO3-N sommer"
"0101021100-C";"2017-2019";"DIN100pc";0.755101983189183;0.873243653976448;0.755101983189183;"Good";"Planteplankton";"Oksygen"
"0101021100-C";"2017-2019";"DINP100pc";0.755501833512244;0.880598617594484;0.755501833512244;"Good";"Planteplankton";"Oksygen"
"0101021100-C";"2017-2019";"DINTSM100pc";0.780539032249013;0.885067768360817;0.780539032249013;"Good";"Planteplankton";"Oksygen"
"0101021100-C";"2017-2019";"NTSM100pc";0.793574034192827;0.884991079506431;0.793574034192827;"Good";"Planteplankton";"Oksygen"
"0101021100-C";"2017-2019";"Scenario A";0.788083653773804;0.78049555903673;0.788083653773804;"Good";"Planteplankton";"NO3-N sommer"
"0101021100-C";"2017-2019";"Scenario B";0.792051622510155;0.801777324321682;0.792051622510155;"Good";"Planteplankton";"Oksygen"
"0101030101-6-C";"2017-2019";"baseline";0.611829322481654;0.538517754239729;0.538517754239729;"Mod";"Planteplankton";"NO3-N vinter"
"0101030101-6-C";"2017-2019";"DIN100pc";0.651521532530024;0.744242226784261;0.651521532530024;"Good";"Planteplankton";"Siktdyp"
"0101030101-6-C";"2017-2019";"DINP100pc";0.650470706559043;0.762516989951863;0.650470706559043;"Good";"Planteplankton";"Siktdyp"
"0101030101-6-C";"2017-2019";"DINTSM100pc";0.635286645504586;0.781193317646153;0.635286645504586;"Good";"Planteplankton";"Siktdyp"
"0101030101-6-C";"2017-2019";"NTSM100pc";0.651495408076899;0.791402761057011;0.651495408076899;"Good";"Planteplankton";"Siktdyp"
"0101030101-6-C";"2017-2019";"Scenario A";0.585187574352719;0.55397391256783;0.585187574352719;"Mod";"Planteplankton";"NO3-N vinter"
"0101030101-6-C";"2017-2019";"Scenario B";0.579326934429999;0.588778297700015;0.579326934429999;"Mod";"Planteplankton";"Siktdyp"
"0101030102-1-C";"2017-2019";"baseline";0.663157676250572;0.624126389552396;0.663157676250572;"Good";"Planteplankton";"NO3-N vinter"
"0101030102-1-C";"2017-2019";"DIN100pc";0.681059571542748;0.791407953094921;0.681059571542748;"Good";"Planteplankton";"Siktdyp"
"0101030102-1-C";"2017-2019";"DINP100pc";0.680916872188293;0.806515361069872;0.680916872188293;"Good";"Planteplankton";"Siktdyp"
"0101030102-1-C";"2017-2019";"DINTSM100pc";0.691833026126068;0.814754222146058;0.691833026126068;"Good";"Planteplankton";"Siktdyp"
"0101030102-1-C";"2017-2019";"NTSM100pc";0.706501321964389;0.820879893874586;0.706501321964389;"Good";"Planteplankton";"Siktdyp"
"0101030102-1-C";"2017-2019";"Scenario A";0.735956594808031;0.635535859714615;0.735956594808031;"Good";"Planteplankton";"NO3-N vinter"
"0101030102-1-C";"2017-2019";"Scenario B";0.736647847788809;0.665603376722253;0.736647847788809;"Good";"Planteplankton";"NO3-N vinter"
"0101030102-2-C";"2017-2019";"baseline";0.772209884386354;0.729373122941447;0.772209884386354;"Good";"Planteplankton";"Siktdyp"
"0101030102-2-C";"2017-2019";"DIN100pc";0.790906417982049;0.830127659153335;0.790906417982049;"Good";"Planteplankton";"Siktdyp"
"0101030102-2-C";"2017-2019";"DINP100pc";0.790733509686099;0.835970648007581;0.790733509686099;"Good";"Planteplankton";"Siktdyp"
"0101030102-2-C";"2017-2019";"DINTSM100pc";0.799461035143189;0.844904620560264;0.799461035143189;"Good";"Planteplankton";"TP vinter"
"0101030102-2-C";"2017-2019";"NTSM100pc";0.806799990817893;0.847844060600195;0.806799990817893;"High";"Planteplankton";"TP vinter"
"0101030102-2-C";"2017-2019";"Scenario A";0.806861117037962;0.73839529270578;0.73839529270578;"Good";"Planteplankton";"NO3-N sommer"
"0101030102-2-C";"2017-2019";"Scenario B";0.810854051970065;0.760102169925078;0.760102169925078;"Good";"Planteplankton";"NO3-N sommer"
"0101030200-C";"2017-2019";"baseline";0.774029783392873;0.772018866473704;0.774029783392873;"Good";"Planteplankton";"Siktdyp"
"0101030200-C";"2017-2019";"DIN100pc";0.784895366608183;0.859188410949508;0.784895366608183;"Good";"Planteplankton";"Siktdyp"
"0101030200-C";"2017-2019";"DINP100pc";0.784589060677113;0.864568724320726;0.784589060677113;"Good";"Planteplankton";"Siktdyp"
"0101030200-C";"2017-2019";"DINTSM100pc";0.794600610172531;0.874250758298388;0.794600610172531;"Good";"Planteplankton";"Oksygen"
"0101030200-C";"2017-2019";"NTSM100pc";0.823952166323279;0.875407710985876;0.823952166323279;"High";"Planteplankton";"Oksygen"
"0101030200-C";"2017-2019";"Scenario A";0.864694605071132;0.785335337554927;0.785335337554927;"Good";"Planteplankton";"NO3-N sommer"
"0101030200-C";"2017-2019";"Scenario B";0.866120544230559;0.80788806907766;0.866120544230559;"High";"Planteplankton";"Siktdyp"
"0101030300-C";"2017-2019";"baseline";0.834972325594916;0.795636013579109;0.795636013579109;"Good";"Planteplankton";"Siktdyp"
"0101030300-C";"2017-2019";"DIN100pc";0.852162211768968;0.856686724454896;0.852162211768968;"High";"Planteplankton";"Siktdyp"
"0101030300-C";"2017-2019";"DINP100pc";0.849251238976506;0.860666659570547;0.849251238976506;"High";"Planteplankton";"Siktdyp"
"0101030300-C";"2017-2019";"DINTSM100pc";0.90210484619364;0.870951817660728;0.90210484619364;"High";"Planteplankton";"Oksygen"
"0101030300-C";"2017-2019";"NTSM100pc";0.908931515584606;0.872078782545396;0.908931515584606;"High";"Planteplankton";"Oksygen"
"0101030300-C";"2017-2019";"Scenario A";0.904018152174038;0.809314838061335;0.904018152174038;"High";"Planteplankton";"Oksygen"
"0101030300-C";"2017-2019";"Scenario B";0.907231846855824;0.82709255515705;0.907231846855824;"High";"Planteplankton";"Oksygen"
"0101030400-C";"2017-2019";"baseline";0.81479066051115;0.802674652025965;0.81479066051115;"High";"Planteplankton";"Siktdyp"
"0101030400-C";"2017-2019";"DIN100pc";0.849779553435219;0.852119799657346;0.849779553435219;"High";"Planteplankton";"Siktdyp"
"0101030400-C";"2017-2019";"DINP100pc";0.849072918041397;0.855656894194542;0.849072918041397;"High";"Planteplankton";"Siktdyp"
"0101030400-C";"2017-2019";"DINTSM100pc";0.860359301420659;0.865460549869051;0.860359301420659;"High";"Planteplankton";"TP vinter"
"0101030400-C";"2017-2019";"NTSM100pc";0.866995341739616;0.868897812322791;0.866995341739616;"High";"Planteplankton";"TP vinter"
"0101030400-C";"2017-2019";"Scenario A";0.860380118146784;0.814556246921081;0.860380118146784;"High";"Planteplankton";"TP vinter"
"0101030400-C";"2017-2019";"Scenario B";0.863545035941836;0.832752665622713;0.863545035941836;"High";"Planteplankton";"TP vinter"
"0101030500-C";"2017-2019";"baseline";0.800904989242554;0.825190686294214;0.800904989242554;"High";"Planteplankton";"Oksygen"
"0101030500-C";"2017-2019";"DIN100pc";0.835814809799194;0.847387275818657;0.835814809799194;"High";"Planteplankton";"Oksygen"
"0101030500-C";"2017-2019";"DINP100pc";0.835926008224487;0.851458244437573;0.835926008224487;"High";"Planteplankton";"Oksygen"
"0101030500-C";"2017-2019";"DINTSM100pc";0.84972095489502;0.860132909482406;0.84972095489502;"High";"Planteplankton";"Oksygen"
"0101030500-C";"2017-2019";"NTSM100pc";0.85741491317749;0.861387130864724;0.85741491317749;"High";"Planteplankton";"Oksygen"
"0101030500-C";"2017-2019";"Scenario A";0.865131425857544;0.835542783065048;0.865131425857544;"High";"Planteplankton";"Oksygen"
"0101030500-C";"2017-2019";"Scenario B";0.86150107383728;0.847011221496718;0.86150107383728;"High";"Planteplankton";"Oksygen"
"0101030600-C";"2017-2019";"baseline";0.792130271782159;0.808745544430357;0.792130271782159;"Good";"Planteplankton";"Siktdyp"
"0101030600-C";"2017-2019";"DIN100pc";0.817418024361908;0.850437709016082;0.817418024361908;"High";"Planteplankton";"Siktdyp"
"0101030600-C";"2017-2019";"DINP100pc";0.817646111134509;0.854243472881984;0.817646111134509;"High";"Planteplankton";"Siktdyp"
"0101030600-C";"2017-2019";"DINTSM100pc";0.825912569554354;0.862660947398012;0.825912569554354;"High";"Planteplankton";"TP vinter"
"0101030600-C";"2017-2019";"NTSM100pc";0.83845369842765;0.866002039163621;0.83845369842765;"High";"Planteplankton";"TP vinter"
"0101030600-C";"2017-2019";"Scenario A";0.835434713211844;0.819731529384402;0.835434713211844;"High";"Planteplankton";"Siktdyp"
"0101030600-C";"2017-2019";"Scenario B";0.836510568400665;0.837844294436911;0.836510568400665;"High";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"baseline";0.755785685674148;0.735804761622636;0.755785685674148;"Good";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"DIN100pc";0.768135288105519;0.84398423187598;0.768135288105519;"Good";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"DINP100pc";0.768068097645403;0.852151826221855;0.768068097645403;"Good";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"DINTSM100pc";0.771065945002655;0.855299086240901;0.771065945002655;"Good";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"NTSM100pc";0.7766003753985;0.858937843171116;0.7766003753985;"Good";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"Scenario A";0.783002176766435;0.745067392850909;0.783002176766435;"Good";"Planteplankton";"Siktdyp"
"0101030700-C";"2017-2019";"Scenario B";0.781948804499627;0.766457431377237;0.781948804499627;"Good";"Planteplankton";"Siktdyp"
"0101030800-C";"2017-2019";"baseline";0.790045388539632;0.811911261088365;0.790045388539632;"Good";"Planteplankton";"Siktdyp"
"0101030800-C";"2017-2019";"DIN100pc";0.813777446746826;0.848049505642551;0.813777446746826;"High";"Planteplankton";"Siktdyp"
"0101030800-C";"2017-2019";"DINP100pc";0.813808917999268;0.85157258069368;0.813808917999268;"High";"Planteplankton";"Siktdyp"
"0101030800-C";"2017-2019";"DINTSM100pc";0.824166536331177;0.860310441683038;0.824166536331177;"High";"Planteplankton";"TP vinter"
"0101030800-C";"2017-2019";"NTSM100pc";0.83432993888855;0.863642270889883;0.83432993888855;"High";"Planteplankton";"TP vinter"
"0101030800-C";"2017-2019";"Scenario A";0.837073945999146;0.822686480851922;0.837073945999146;"High";"Planteplankton";"Siktdyp"
"0101030800-C";"2017-2019";"Scenario B";0.846891212463379;0.839269527123564;0.846891212463379;"High";"Planteplankton";"Siktdyp"
"0101040100-C";"2017-2019";"baseline";0.820954375162898;0.775318456644045;0.775318456644045;"Good";"Planteplankton";"Siktdyp"
"0101040100-C";"2017-2019";"DIN100pc";0.853658747272003;0.831896480145308;0.853658747272003;"High";"Planteplankton";"TP vinter"
"0101040100-C";"2017-2019";"DINP100pc";0.853818753387119;0.834514714176893;0.853818753387119;"High";"Planteplankton";"TP vinter"
"0101040100-C";"2017-2019";"DINTSM100pc";0.847852605726351;0.843253382419681;0.847852605726351;"High";"Planteplankton";"TP vinter"
"0101040100-C";"2017-2019";"NTSM100pc";0.852748420434891;0.8453353054309;0.852748420434891;"High";"Planteplankton";"TP vinter"
"0101040100-C";"2017-2019";"Scenario A";0.840698572032478;0.783723649198841;0.783723649198841;"Good";"Planteplankton";"TP vinter"
"0101040100-C";"2017-2019";"Scenario B";0.84215685314537;0.798923640509166;0.798923640509166;"Good";"Planteplankton";"TP vinter"
"0101040200-2-C";"2017-2019";"baseline";0.801343671792535;0.799887589427718;0.799887589427718;"Good";"Planteplankton";"Siktdyp"
"0101040200-2-C";"2017-2019";"DIN100pc";0.818989441506671;0.83593095029204;0.818989441506671;"High";"Planteplankton";"TP vinter"
"0101040200-2-C";"2017-2019";"DINP100pc";0.818831427021649;0.838339297111367;0.818831427021649;"High";"Planteplankton";"Siktdyp"
"0101040200-2-C";"2017-2019";"DINTSM100pc";0.817968094976183;0.845512652801018;0.817968094976183;"High";"Planteplankton";"TP vinter"
"0101040200-2-C";"2017-2019";"NTSM100pc";0.821470647447124;0.847090782245286;0.821470647447124;"High";"Planteplankton";"TP vinter"
"0101040200-2-C";"2017-2019";"Scenario A";0.813756706305768;0.810139733391946;0.813756706305768;"High";"Planteplankton";"TP vinter"
"0101040200-2-C";"2017-2019";"Scenario B";0.813569593878838;0.825019186110689;0.813569593878838;"High";"Planteplankton";"TP vinter"
"0101040300-3-C";"2017-2019";"baseline";0.876552520620039;0.7675587334991;0.7675587334991;"Good";"Planteplankton";"Oksygen"
"0101040300-3-C";"2017-2019";"DIN100pc";0.896452352317125;0.813819588555332;0.896452352317125;"High";"Planteplankton";"Oksygen"
"0101040300-3-C";"2017-2019";"DINP100pc";0.896722123212926;0.817965286861811;0.896722123212926;"High";"Planteplankton";"Oksygen"
"0101040300-3-C";"2017-2019";"DINTSM100pc";0.883026877980933;0.829094009063559;0.883026877980933;"High";"Planteplankton";"Oksygen"
"0101040300-3-C";"2017-2019";"NTSM100pc";0.887310113218742;0.830411041464927;0.887310113218742;"High";"Planteplankton";"Oksygen"
"0101040300-3-C";"2017-2019";"Scenario A";0.882773839393436;0.774608691181216;0.774608691181216;"Good";"Planteplankton";"Oksygen"
"0101040300-3-C";"2017-2019";"Scenario B";0.884527964923158;0.785315394518033;0.785315394518033;"Good";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"baseline";0.857803781688096;0.780337795932325;0.780337795932325;"Good";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"DIN100pc";0.894916829214558;0.827053822187005;0.894916829214558;"High";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"DINP100pc";0.894938712076836;0.833913807356629;0.894938712076836;"High";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"DINTSM100pc";0.876572292166376;0.837342554840921;0.876572292166376;"High";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"NTSM100pc";0.884599064949961;0.837917045301917;0.884599064949961;"High";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"Scenario A";0.88042184446015;0.786527994454267;0.786527994454267;"Good";"Planteplankton";"Oksygen"
"0101040300-4-C";"2017-2019";"Scenario B";0.88130563149843;0.800902532783732;0.88130563149843;"High";"Planteplankton";"Oksygen"
"0101040400-4-C";"2017-2019";"baseline";0.798539465061373;0.791151983539292;0.798539465061373;"Good";"Planteplankton";"Siktdyp"
"0101040400-4-C";"2017-2019";"DIN100pc";0.807720166587229;0.836258065970438;0.807720166587229;"High";"Planteplankton";"Siktdyp"
"0101040400-4-C";"2017-2019";"DINP100pc";0.807689154633598;0.840450425885185;0.807689154633598;"High";"Planteplankton";"Siktdyp"
"0101040400-4-C";"2017-2019";"DINTSM100pc";0.801724935744912;0.845463883599223;0.801724935744912;"High";"Planteplankton";"TP vinter"
"0101040400-4-C";"2017-2019";"NTSM100pc";0.805072376859594;0.845705208518863;0.805072376859594;"High";"Planteplankton";"TP vinter"
"0101040400-4-C";"2017-2019";"Scenario A";0.820958950305401;0.795287970582238;0.795287970582238;"Good";"Planteplankton";"TP vinter"
"0101040400-4-C";"2017-2019";"Scenario B";0.820206223070261;0.807677673204925;0.820206223070261;"High";"Planteplankton";"TP vinter"
