"WB";"Indicator";"Period";"Value";"Type";"Salinity";"Kvalitetselement";"Indikator";"Ref";"HG";"GM";"MP";"PB";"Worst";"EQR";"Status";"StatusVN";"EQR_VN";"ParameterVN"
"0303021300-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320000030-6-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320000030-6-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320000031-22-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320000031-22-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320000031-32-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320000031-32-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320000031-7-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320000031-7-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010100-5-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010100-5-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010100-6-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010100-6-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010100-6-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010100-6-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010201-15-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010201-15-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010201-15-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010201-15-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010201-8-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Norsk kvalitetsindeks NQI1 marin bløtbunnsfauna"
"0320010201-8-C";"PO4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Løst reaktivt fosfat (orto-fosfat)"
"0320010201-8-C";"PO4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Løst reaktivt fosfat (orto-fosfat)"
"0320010201-8-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Siktedyp"
"0320010201-8-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010201-8-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010202-10-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010202-10-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010202-9-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Klorofyll a"
"0320010202-9-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010202-9-C";"NH4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Ammonium"
"0320010202-9-C";"NH4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Ammonium"
"0320010202-9-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320010202-9-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320010202-9-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010202-9-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320010202-9-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320010202-9-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010202-9-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010203-2-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010203-2-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010203-2-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010203-3-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010203-3-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010203-4-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010203-4-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010203-4-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010203-4-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320010400-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Klorofyll a"
"0320010400-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010400-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320010400-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320010400-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010400-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Siktedyp"
"0320010400-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320010400-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320010400-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010400-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320010600-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Klorofyll a"
"0320010600-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320010600-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320010600-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320010600-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320010600-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Siktedyp"
"0320010600-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320010600-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320010600-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Totalfosfor"
"0320010600-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Totalfosfor"
"0320011100-2-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Klorofyll a"
"0320011100-2-C";"NH4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Ammonium"
"0320011100-2-C";"NH4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Ammonium"
"0320011100-2-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Siktedyp"
"0320011100-2-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalnitrogen"
"0320011100-2-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalnitrogen"
"0320011100-2-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320011100-2-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320011100-7-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Klorofyll a"
"0320011100-7-C";"NH4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Ammonium"
"0320011100-7-C";"NH4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Ammonium"
"0320011100-7-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Nitrat + nitritt"
"0320011100-7-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Nitrat + nitritt"
"0320011100-7-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Siktedyp"
"0320011100-7-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320011100-7-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320011100-7-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Totalfosfor"
"0320011100-7-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Totalfosfor"
"0320011100-8-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320011100-8-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320020100-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320020100-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320020100-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320020100-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320020302-1-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Norsk kvalitetsindeks NQI1 marin bløtbunnsfauna"
"0320020400-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320020400-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320020400-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320020400-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320020600-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320020600-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320020900-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320020900-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320020900-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320020900-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320030102-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320030102-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320030102-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320030102-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalfosfor"
"0320030103-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320030103-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320030200-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320030200-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320030300-12-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Planteplankton - faglig vurdert"
"0320040200-3-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Siktedyp"
"0320040200-4-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Siktedyp"
"0320040300-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Klorofyll a"
"0320040300-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Nitrat + nitritt"
"0320040300-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Nitrat + nitritt"
"0320040300-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Siktedyp"
"0320040400-2-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Siktedyp"
"0320040400-2-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalnitrogen"
"0320040400-2-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalnitrogen"
"0320040500-10-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-10-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-12-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-12-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-15-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Siktedyp"
"0320040500-16-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Klorofyll a"
"0320040500-16-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320040500-16-C";"NH4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Ammonium"
"0320040500-16-C";"NH4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Ammonium"
"0320040500-16-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320040500-16-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320040500-16-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320040500-16-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Siktedyp"
"0320040500-16-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320040500-16-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Totalnitrogen"
"0320040500-16-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-16-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-17-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalt inorganisk nitrogen"
"0320040500-17-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalt inorganisk nitrogen"
"0320040500-17-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-17-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-3-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Klorofyll a"
"0320040500-3-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320040500-3-C";"NQI1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Norsk kvalitetsindeks NQI1 for grabbgjennomsnitt"
"0320040500-5-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Klorofyll a"
"0320040500-5-C";"NH4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Ammonium"
"0320040500-5-C";"NH4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Ammonium"
"0320040500-5-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320040500-5-C";"NO3_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
"0320040500-5-C";"Secchi";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dårlig";0.3;"Siktedyp"
"0320040500-5-C";"TN_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Totalnitrogen"
"0320040500-5-C";"TN_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Totalnitrogen"
"0320040500-5-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-5-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-6-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Planteplankton - faglig vurdert"
"0320040500-7-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Totalfosfor"
"0320040500-7-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Totalfosfor"
"0320040500-9-C";"TP_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040500-9-C";"TP_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Totalfosfor"
"0320040600-C";"Chl";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"God";0.7;"Klorofyll a"
"0320040600-C";"H";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Shannon-Wiener diversitetsindeks H for grabbgjennomsnitt"
"0320040600-C";"NH4_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Ammonium"
"0320040600-C";"NH4_winter";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Svært god";0.9;"Ammonium"
"0320040600-C";"NO3_summer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Moderat";0.5;"Nitrat + nitritt"
